SGC Code,,Jan-03,Feb-03,Mar-03,Apr-03,May-03,Jun-03,Jul-03,Aug-03,Sep-03,Oct-03,Nov-03,Dec-03,Jan-04,Feb-04,Mar-04,Apr-04,May-04,Jun-04,Jul-04,Aug-04,Sep-04,Oct-04,Nov-04,Dec-04,Jan-05,Feb-05,Mar-05,Apr-05,May-05,Jun-05,Jul-05,Aug-05,Sep-05,Oct-05,Nov-05,Dec-05,Jan-06,Feb-06,Mar-06,Apr-06,May-06,Jun-06,Jul-06,Aug-06,Sep-06,Oct-06,Nov-06,Dec-06,Jan-07,Feb-07,Mar-07,Apr-07,May-07,Jun-07,Jul-07,Aug-07,Sep-07,Oct-07,Nov-07,Dec-07,Jan-08,Feb-08,Mar-08,Apr-08,May-08,Jun-08,Jul-08,Aug-08,Sep-08,Oct-08,Nov-08,Dec-08,Jan-09,Feb-09,Mar-09,Apr-09,May-09,Jun-09,Jul-09,Aug-09,Sep-09,Oct-09,Nov-09,Dec-09,Jan-10,Feb-10,Mar-10,Apr-10,May-10,Jun-10,Jul-10,Aug-10,Sep-10,Oct-10,Nov-10,Dec-10,Jan-11,Feb-11,Mar-11,Apr-11,May-11,Jun-11,Jul-11,Aug-11,Sep-11,Oct-11,Nov-11,Dec-11,Jan-12,Feb-12,Mar-12,Apr-12,May-12,Jun-12,Jul-12,Aug-12,Sep-12,Oct-12,Nov-12,Dec-12,Jan-13,Feb-13,Mar-13,Apr-13,May-13,Jun-13,Jul-13,Aug-13,Sep-13,Oct-13,Nov-13,Dec-13,Jan-14,Feb-14,Mar-14,Apr-14,May-14,Jun-14,Jul-14,Aug-14,Sep-14,Oct-14,Nov-14,Dec-14,Jan-15,Feb-15,Mar-15,Apr-15,May-15,Jun-15,Jul-15,Aug-15,Sep-15,Oct-15,Nov-15,Dec-15,Jan-16,Feb-16,Mar-16,Apr-16,May-16,Jun-16,Jul-16,Aug-16,Sep-16,Oct-16,Nov-16,Dec-16,Jan-17,Feb-17,Mar-17,Apr-17,May-17,Jun-17,Jul-17,Aug-17,Sep-17,Oct-17,Nov-17,Dec-17,Jan-18,Feb-18,Mar-18,Apr-18,May-18,Jun-18,Jul-18,Aug-18,Sep-18,Oct-18,Nov-18,Dec-18,Jan-19,Feb-19,Mar-19,Apr-19,May-19,Jun-19,Jul-19,Aug-19,Sep-19,Oct-19,Nov-19,Dec-19,Jan-20,Feb-20,Mar-20,Apr-20,May-20,Jun-20,Jul-20,Aug-20,Sep-20,Oct-20,Nov-20,Dec-20,Jan-21,Feb-21,Mar-21,Apr-21,May-21,Jun-21,Jul-21,Aug-21,Sep-21,Oct-21,Nov-21,Dec-21,Jan-22,Feb-22,Mar-22,Apr-22,May-22,Jun-22,Jul-22,Aug-22,Sep-22,Oct-22,Nov-22,Dec-22,Jan-23,Feb-23,Mar-23,Apr-23,May-23,Jun-23,Jul-23,Aug-23,Sep-23,Oct-23,Nov-23,Dec-23,Jan-24,Feb-24,Mar-24,Apr-24,May-24,Jun-24,Jul-24,Aug-24,Sep-24,Oct-24,Nov-24,Dec-24,Jan-25
5953012,"    McBride, VL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0
5953023,"    Prince George, C",2,33,46,0,40,92,725,18,0,192,800,57,50,0,754,0,671,436,"5,510",0,758,425,"2,221",946,40,155,"1,055",484,400,"5,240",0,858,437,800,788,65,0,11,86,110,950,164,850,395,643,481,461,60,0,171,21,"1,028",23,106,935,800,10,470,868,11,178,0,0,0,85,0,350,501,405,70,"1,112",178,40,1,1,0,0,1,25,0,2,26,227,0,68,298,1,315,50,174,0,525,"1,072",0,1,0,20,973,40,199,"8,918",10,0,0,"1,351",854,138,0,0,0,8,"25,003","2,086",0,86,37,156,2,50,"4,000",0,166,232,248,315,88,"14,113",1,252,41,0,0,70,"1,806",35,0,"3,500",180,50,1,157,943,59,0,0,0,0,"1,379",0,576,459,0,80,45,0,0,49,96,240,50,0,75,473,60,0,"1,093",54,"1,221",0,0,608,0,100,"1,028",135,0,0,"2,277",797,79,0,0,20,0,"3,500",200,813,500,50,"1,016",0,0,166,35,65,0,11,25,112,"1,124",0,595,510,676,121,0,0,0,0,0,0,0,"3,425",0,"6,323",0,"2,230",122,377,0,95,0,0,0,0,"1,130",0,0,30,0,"3,800","4,725","15,200","3,025","2,000",0,0,1,175,185,70,216,"28,200",0,0,0,135,160,0,0,0,0,0,300,0,280,0,58,475,171,0,0,"6,465",0,"4,298"
5953007,"    Valemount, VL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Development Region, North Coast DR,0,0,85,0,0,0,300,0,10,"7,531",0,9,189,0,0,1,20,40,0,5,0,0,0,0,0,0,30,60,0,53,8,300,287,0,"1,216",18,277,0,0,0,0,178,0,160,1,138,0,0,50,87,25,38,0,0,180,0,0,121,0,30,5,32,4,0,0,230,300,5,6,0,0,"1,580",0,1,165,184,0,25,261,1,0,29,420,0,0,500,0,38,0,0,72,0,131,6,0,350,0,0,2,275,0,2,"9,256","1,132",45,"12,788",0,25,"1,200","285,514","1,090","4,878",0,"17,063","8,167","15,181","15,418","133,927","11,860","9,003",107,"4,516","1,112","4,131","9,634","5,059","18,159",0,123,0,677,14,267,21,60,59,544,268,75,5,"1,404",597,0,0,140,0,135,28,0,755,"16,055",102,40,273,0,150,97,30,143,14,"1,360",5,9,0,100,260,0,0,0,0,243,898,0,65,160,100,"1,400",55,0,0,36,35,43,518,"6,256",0,248,"109,000",101,"11,315",0,0,75,119,"3,659","21,136",989,0,0,"1,230",247,40,0,50,929,"1,661","5,765",451,0,"1,031",425,621,"26,602","3,028",52,"5,575",90,366,"1,619","13,811","3,686",171,"1,325","2,491","4,800",88,0,"36,629",0,246,0,112,"4,929",530,0,0,0,"1,202",0,"5,550",245,0,305,20,10,476,17,41,"5,742",30,20,350,0,"4,152",50,"2,790","1,058","1,430",0,0,5,150,0,"2,437",0
5949,  Kitimat-Stikine RD,0,0,0,0,0,0,300,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,60,0,53,0,300,287,0,"1,213",0,243,0,0,0,0,0,0,0,0,0,0,0,50,87,25,6,0,0,179,0,0,121,0,0,0,0,0,0,0,0,300,0,3,0,0,"1,580",0,0,0,0,0,0,261,0,0,0,420,0,0,0,0,0,0,0,10,0,131,6,0,0,0,0,0,25,0,2,"9,256","1,132",0,"12,788",0,0,"1,200","285,514",410,"4,872",0,"16,993","8,163","15,048","15,418","133,927","11,860","9,003",49,"2,816","1,098","3,919","9,594","5,046","18,159",0,123,0,177,0,266,21,60,3,0,188,75,0,"1,404",597,0,0,0,0,0,0,0,755,"16,055",95,40,0,0,150,94,0,0,0,"1,360",0,9,0,100,260,0,0,0,0,0,635,0,65,40,100,"1,400",55,0,0,35,35,0,200,"6,200",0,248,25,4,"11,315",0,0,75,119,"3,565","1,136",989,0,0,"1,230",247,40,0,50,929,"1,661","5,765",451,0,885,425,621,"26,602","3,028",10,"5,525",0,366,"1,619","13,303","3,686",125,"1,325","2,491","4,800",88,0,"36,629",0,0,0,0,"4,929",530,0,0,0,"1,202",0,0,30,0,305,20,0,476,17,41,"5,500",30,20,350,0,"4,140",50,"2,790","1,038","1,430",0,0,5,150,0,0,0
5949005,"    Kitimat, DM",0,0,0,0,0,0,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,53,0,0,276,0,"1,213",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,261,0,0,0,420,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,2,"9,256","1,132",0,"12,658",0,0,"1,200","285,514",410,"4,872",0,"16,993","5,963","15,048","15,418","133,927","11,860","9,003",49,"2,816","1,098","3,919","9,594","5,046","18,159",0,123,0,177,0,266,21,0,0,0,0,75,0,"1,404",0,0,0,0,0,0,0,0,555,0,0,40,0,0,150,94,0,0,0,0,0,0,0,0,260,0,0,0,0,0,550,0,0,0,0,"1,400",55,0,0,35,35,0,200,"6,200",0,248,25,4,"11,000",0,0,75,119,"3,200","1,136",989,0,0,0,0,0,0,0,929,0,"5,714",97,0,835,415,621,"26,407","2,428",10,"5,525",0,366,120,"13,303","3,686",105,"1,285","2,491","4,800",88,0,"36,629",0,0,0,0,"4,929",500,0,0,0,0,0,0,0,0,0,0,0,476,17,0,0,0,0,0,0,"4,140",0,"2,790","1,013","1,370",0,0,5,150,0,0,0
5949011,"    Terrace, C",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,300,11,0,0,0,243,0,0,0,0,0,0,0,0,0,0,0,50,87,0,6,0,0,179,0,0,121,0,0,0,0,0,0,0,0,300,0,3,0,0,"1,580",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131,6,0,0,0,0,0,25,0,0,0,0,0,130,0,0,0,0,0,0,0,0,"2,200",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,3,0,188,0,0,0,597,0,0,0,0,0,0,0,200,"16,055",95,0,0,0,0,0,0,0,0,"1,360",0,9,0,100,0,0,0,0,0,0,85,0,65,40,100,0,0,0,0,0,0,0,0,0,0,0,0,0,315,0,0,0,0,365,0,0,0,0,"1,230",247,40,0,50,0,"1,661",51,354,0,50,10,0,195,600,0,0,0,0,"1,499",0,0,20,40,0,0,0,0,0,0,0,0,0,0,30,0,0,0,"1,202",0,0,30,0,305,20,0,0,0,41,"5,500",30,20,350,0,0,50,0,25,60,0,0,0,0,0,0,0
5947,  Skeena-Queen Charlotte RD,0,0,85,0,0,0,0,0,10,"7,531",0,9,189,0,0,1,20,0,0,5,0,0,0,0,0,0,30,0,0,0,8,0,0,0,3,18,34,0,0,0,0,178,0,160,1,138,0,0,0,0,0,32,0,0,1,0,0,0,0,30,5,32,4,0,0,230,0,5,3,0,0,0,0,1,165,184,0,25,0,1,0,29,0,0,0,500,0,38,0,0,62,0,0,0,0,350,0,0,2,250,0,0,0,0,45,0,0,25,0,0,680,6,0,70,4,133,0,0,0,0,58,"1,700",14,212,40,13,0,0,0,0,500,14,1,0,0,56,544,80,0,5,0,0,0,0,140,0,135,28,0,0,0,7,0,273,0,0,3,30,143,14,0,5,0,0,0,0,0,0,0,0,243,263,0,0,120,0,0,0,0,0,1,0,43,318,56,0,0,"108,975",97,0,0,0,0,0,94,"20,000",0,0,0,0,0,0,0,0,0,0,0,0,0,146,0,0,0,0,42,50,90,0,0,508,0,46,0,0,0,0,0,0,0,246,0,112,0,0,0,0,0,0,0,"5,550",215,0,0,0,10,0,0,0,242,0,0,0,0,12,0,0,20,0,0,0,0,0,0,"2,437",0
5947023,"    Massett, VL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,700",0,0,0,0,0,0,0,0,500,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
5947007,"    Port Edward, DM",0,0,0,0,0,0,0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5,500",50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5947012,"    Prince Rupert, C",0,0,85,0,0,0,0,0,10,"7,531",0,9,105,0,0,1,20,0,0,5,0,0,0,0,0,0,30,0,0,0,8,0,0,0,3,18,34,0,0,0,0,178,0,160,1,138,0,0,0,0,0,32,0,0,1,0,0,0,0,30,5,18,4,0,0,230,0,5,3,0,0,0,0,1,165,184,0,25,0,1,0,19,0,0,0,500,0,30,0,0,62,0,0,0,0,350,0,0,2,250,0,0,0,0,45,0,0,25,0,0,680,6,0,0,4,133,0,0,0,0,58,0,14,212,40,13,0,0,0,0,0,14,1,0,0,56,544,34,0,5,0,0,0,0,140,0,135,28,0,0,0,7,0,273,0,0,3,30,143,14,0,5,0,0,0,0,0,0,0,0,243,243,0,0,120,0,0,0,0,0,1,0,43,318,56,0,0,"108,975",97,0,0,0,0,0,94,"20,000",0,0,0,0,0,0,0,0,0,0,0,0,0,146,0,0,0,0,42,50,90,0,0,508,0,46,0,0,0,0,0,0,0,246,0,112,0,0,0,0,0,0,0,50,165,0,0,0,10,0,0,0,242,0,0,0,0,12,0,0,20,0,0,0,0,0,0,"2,437",0
5947026,"    Queen Charlotte, VL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
Development Region, Nechako DR,0,0,0,9,0,260,"2,432",0,50,761,0,0,0,0,32,0,0,90,0,750,11,0,380,0,0,0,0,373,576,"8,275",148,0,175,200,0,40,400,0,0,0,365,0,0,"2,941",0,0,0,6,13,0,0,0,400,345,"1,175",60,180,675,470,0,0,0,40,21,3,30,25,499,43,286,6,0,12,0,0,0,0,24,400,22,0,36,62,0,0,45,0,116,0,0,186,70,147,"2,092",123,870,0,0,72,21,360,"1,440",8,155,700,4,0,39,0,0,0,110,"3,565",70,213,360,95,138,504,0,0,0,"2,092","1,625",204,21,"1,080",15,0,449,0,0,0,50,"1,420","5,000","5,336","6,262",596,"2,799",460,670,50,192,"1,067",850,466,411,153,502,"2,774",43,616,"1,200",0,0,587,225,0,721,0,0,169,702,0,25,0,0,0,0,113,230,0,"2,000","9,077",36,"11,110","4,100",0,600,250,0,0,28,352,845,394,0,134,28,"1,678",0,0,"4,469",77,0,156,167,620,830,"3,265",202,0,25,0,"1,119",283,721,212,210,115,105,67,15,0,0,"5,000",0,0,"2,530",15,465,"1,485",250,10,48,0,0,"2,076","2,443",0,0,2,0,630,"4,879",0,234,0,"1,000",90,0,0,90,630,280,148,96,88,165,0,0,0,0,0,5,151,"5,480",120,0,0,0,0,150,0
5951,  Bulkley-Nechako RD,0,0,0,9,0,260,"2,432",0,50,761,0,0,0,0,32,0,0,90,0,750,11,0,380,0,0,0,0,373,576,"8,275",148,0,175,200,0,40,400,0,0,0,365,0,0,"2,941",0,0,0,6,13,0,0,0,400,345,"1,175",60,180,675,470,0,0,0,40,21,3,30,25,499,43,286,6,0,12,0,0,0,0,24,400,22,0,36,62,0,0,45,0,116,0,0,186,70,147,"2,092",123,870,0,0,72,21,360,"1,440",8,155,700,4,0,39,0,0,0,110,"3,565",70,213,360,95,138,504,0,0,0,"2,092","1,625",204,21,"1,080",15,0,449,0,0,0,50,"1,420","5,000","5,336","6,262",596,"2,799",460,670,50,192,"1,067",850,466,411,153,502,"2,774",43,616,"1,200",0,0,587,225,0,721,0,0,169,702,0,25,0,0,0,0,113,230,0,"2,000","9,077",36,"11,110","4,100",0,600,250,0,0,28,352,845,394,0,134,28,"1,678",0,0,"4,469",77,0,156,167,620,830,"3,265",202,0,25,0,"1,119",283,721,212,210,115,105,67,15,0,0,"5,000",0,0,"2,530",15,465,"1,485",250,10,48,0,0,"2,076","2,443",0,0,2,0,630,"4,879",0,234,0,"1,000",90,0,0,90,630,280,148,96,88,165,0,0,0,0,0,5,151,"5,480",120,0,0,0,0,150,0
5951000,"    Bulkley-Nechako, RDR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,161,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,13,0,0,0,0,0,800,0,0,0,0,0,0,0,0,0,0,0,0,399,0,38,0,0,8,0,0,0,0,24,0,22,0,36,58,0,0,0,0,48,0,0,186,0,0,"2,077",0,0,0,0,0,13,101,0,8,0,0,0,0,35,0,0,0,30,0,70,90,0,80,0,0,0,0,0,0,"1,625",0,21,0,15,0,449,0,0,0,0,0,0,0,634,7,35,125,150,50,0,0,0,0,0,20,0,0,43,300,0,0,0,0,0,0,30,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,"3,520",0,0,0,0,0,28,0,0,144,0,34,0,0,0,0,16,77,0,156,27,100,0,65,180,0,25,0,19,91,131,8,0,0,0,35,15,0,0,0,0,0,0,0,0,145,0,0,6,0,0,310,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,100,96,0,130,0,0,0,0,0,0,151,0,120,0,0,0,0,150,0
5951022,"    Burns Lake, VL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,400,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,241,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,123,0,0,0,0,0,0,0,0,155,0,0,0,4,0,0,0,0,0,0,0,0,15,0,0,0,0,0,"1,636",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,30,100,0,0,0,0,0,0,0,0,0,0,0,0,220,800,"3,200",0,0,0,0,"1,100",192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5951013,"    Fort St. James, DM",0,0,0,9,0,260,0,0,0,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,304,0,0,0,0,0,0,0,0,0,0,0,60,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,870,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,070",0,"4,751","5,628",313,"2,714",0,97,0,0,"1,067",0,66,411,133,450,"2,064",0,95,"1,000",0,0,587,225,0,653,0,0,169,0,0,0,0,0,0,0,113,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5,000",0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5951009,"    Fraser Lake, VL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5951032,"    Granisle, VL",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0,"4,403",0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,"1,860",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5951034,"    Houston, DM",0,0,0,0,0,0,"2,000",0,0,502,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,120,0,0,200,0,10,400,0,0,0,340,0,0,"2,549",0,0,0,6,0,0,0,0,0,0,0,0,0,675,395,0,0,0,0,0,3,0,0,0,0,7,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,68,0,0,0,70,0,0,0,0,0,0,72,8,0,0,0,0,200,0,0,0,0,0,0,80,40,0,0,0,0,138,0,0,0,0,0,0,176,0,400,0,0,0,0,0,0,50,0,0,3,0,251,0,335,390,0,0,0,0,0,0,0,52,10,0,200,200,0,0,0,0,0,30,0,0,0,2,0,0,0,0,0,0,0,150,0,"2,000",0,0,110,0,0,0,0,0,0,0,0,145,0,0,0,0,190,0,0,0,0,0,0,140,0,0,0,0,0,0,0,0,0,0,200,0,80,105,0,0,0,0,0,0,0,0,0,230,0,250,10,42,0,0,"1,766",0,0,0,0,0,0,0,0,0,0,"1,000",90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
