Date,Benchmark,Price Index,1 Month +/-,6 Month +/-,1 Year +/-,3 Year +/-,5 Year +/-
2023-12,"$1,742,000",382.4,-1.0,-1.9,7.9,27.0,39.7
2023-12,Townhouse,,,,,,
2023-12,"$953,800",364.2,-1.6,-2.3,6.0,35.1,40.8
2023-12,Apartment,,,,,,
2023-12,"$697,100",349.8,-1.5,-2.2,5.8,23.9,24.0
2024-01,Residential - All Types,,,,,,
2024-01,"$1,103,600",336.9,0.1,-3.8,5.3,21.3,32.4
2024-01,Detached,,,,,,
2024-01,"$1,737,700",381.4,-0.3,-3.3,8.8,23.6,41.8
2024-01,Townhouse,,,,,,
2024-01,"$954,900",364.6,0.1,-2.7,5.9,34.1,42.9
2024-01,Apartment,,,,,,
2024-01,"$706,300",354.4,1.3,-1.5,5.9,23.1,26.2
2024-02,Residential - All Types,,,,,,
2024-02,"$1,117,800",341.2,1.3,-2.3,5.2,18.4,34.8
2024-02,Detached,,,,,,
2024-02,"$1,764,000",387.2,1.5,-1.8,8.8,20.1,44.1
2024-02,Townhouse,,,,,,
2024-02,"$972,600",371.4,1.9,-0.7,5.8,31.4,45.8
2024-02,Apartment,,,,,,
2024-02,"$713,400",358.0,1.0,-0.3,5.8,21.8,28.0
2024-03,Residential - All Types,,,,,,
2024-03,"$1,132,200",345.6,1.3,-0.5,5.2,14.5,37.2
2024-03,Detached,,,,,,
2024-03,"$1,803,600",395.9,2.2,0.6,9.3,17.0,47.4
2024-03,Townhouse,,,,,,
2024-03,"$988,300",377.4,1.6,1.1,6.4,27.5,48.4
2024-03,Apartment,,,,,,
2024-03,"$719,800",361.2,0.9,1.1,5.7,19.3,29.3
2024-04,Residential - All Types,,,,,,
2024-04,"$1,137,300",347.2,0.5,0.8,2.8,12.1,38.5
2024-04,Detached,,,,,,
2024-04,"$1,816,800",398.8,0.7,2.4,6.6,15.0,48.6
2024-04,Townhouse,,,,,,
2024-04,"$998,200",381.1,1.0,2.2,4.9,24.4,48.8
2024-04,Apartment,,,,,,
2024-04,"$722,700",362.6,0.4,1.3,3.7,17.4,30.6
2024-05,Residential - All Types,,,,,,
2024-05,"$1,140,600",348.2,0.3,2.1,1.5,11.1,40.3
2024-05,Detached,,,,,,
2024-05,"$1,834,800",402.7,1.0,4.3,5.5,14.7,50.9
2024-05,Townhouse,,,,,,
2024-05,"$1,003,600",383.2,0.6,3.5,4.7,22.7,49.5
2024-05,Apartment,,,,,,
2024-05,"$721,200",361.9,-0.2,1.9,2.3,16.9,32.0
2024-06,Residential - All Types,,,,,,
2024-06,"$1,136,100",346.8,-0.4,3.1,-0.4,10.6,40.4
2024-06,Detached,,,,,,
2024-06,"$1,834,100",402.6,0.0,5.3,3.2,14.9,51.2
2024-06,Townhouse,,,,,,
2024-06,"$998,400",381.2,-0.5,4.7,2.3,21.0,49.6
2024-06,Apartment,,,,,,
2024-06,"$718,200",360.4,-0.4,3.0,0.8,16.0,32.3
2024-07,Residential - All Types,,,,,,
2024-07,"$1,129,300",344.7,-0.6,2.3,-1.6,10.1,40.2
2024-07,Detached,,,,,,
2024-07,"$1,828,600",401.4,-0.3,5.2,1.8,15.0,51.6
2024-07,Townhouse,,,,,,
2024-07,"$990,500",378.2,-0.8,3.7,0.9,19.5,48.5
2024-07,Apartment,,,,,,
2024-07,"$714,400",358.5,-0.5,1.2,-0.3,15.6,32.3
2024-08,Residential - All Types,,,,,,
2024-08,"$1,126,200",343.8,-0.3,0.8,-1.5,8.9,39.8
2024-08,Detached,,,,,,
2024-08,"$1,826,500",400.9,-0.1,3.5,1.6,13.8,51.2
2024-08,Townhouse,,,,,,
2024-08,"$986,500",376.7,-0.4,1.4,0.7,18.1,47.6
2024-08,Apartment,,,,,,
2024-08,"$713,300",357.9,-0.2,0.0,-0.3,14.8,32.2
2024-09,Residential - All Types,,,,,,
2024-09,"$1,110,900",339.1,-1.4,-1.9,-2.4,6.0,37.6
2024-09,Detached,,,,,,
2024-09,"$1,802,500",395.6,-1.3,-0.1,0.5,10.5,48.8
2024-09,Townhouse,,,,,,
2024-09,"$970,200",370.4,-1.7,-1.9,-0.8,14.4,45.8
2024-09,Apartment,,,,,,
2024-09,"$708,400",355.4,-0.7,-1.6,-0.6,13.0,30.8
2024-10,Residential - All Types,,,,,,
2024-10,"$1,103,600",336.9,-0.6,-3.0,-2.2,3.6,36.1
2024-10,Detached,,,,,,
2024-10,"$1,785,600",391.9,-0.9,-1.7,0.6,7.3,46.0
2024-10,Townhouse,,,,,,
2024-10,"$974,300",372.0,0.4,-2.4,-0.2,13.0,46.7
2024-10,Apartment,,,,,,
2024-10,"$704,500",353.5,-0.5,-2.5,-1.2,11.2,30.6
2024-11,Residential - All Types,,,,,,
2024-11,"$1,103,100",336.7,-0.1,-3.3,-1.3,1.6,35.5
2024-11,Detached,,,,,,
2024-11,"$1,781,000",390.9,-0.3,-2.9,1.2,4.6,45.7
2024-11,Townhouse,,,,,,
2024-11,"$981,000",374.6,0.7,-2.2,1.2,10.8,47.5
2024-11,Apartment,,,,,,
2024-11,"$699,800",351.1,-0.7,-3.0,-1.1,9.1,28.5
2024-12,Residential - All Types,,,,,,
2024-12,"$1,101,300",336.2,-0.1,-3.1,-0.1,-0.5,34.9
2024-12,Detached,,,,,,
2024-12,"$1,781,100",390.9,0.0,-2.9,2.2,2.1,45.4
2024-12,Townhouse,,,,,,
2024-12,"$976,400",372.8,-0.5,-2.2,2.4,7.8,45.8
2024-12,Apartment,,,,,,
2024-12,"$696,900",349.7,-0.4,-3.0,0.0,7.4,27.5
2025-01,Residential - All Types,,,,,,
2025-01,"$1,102,400",336.5,0.1,-2.4,-0.1,-4.5,33.5
2025-01,Detached,,,,,,
2025-01,"$1,787,800",392.4,0.4,-2.2,2.9,-1.8,44.9
2025-01,Townhouse,,,,,,
2025-01,"$971,100",370.8,-0.5,-2.0,1.7,2.4,43.8
2025-01,Apartment,,,,,,
2025-01,"$695,700",349.1,-0.2,-2.6,-1.5,2.9,25.3
