Unnamed: 0,Address,Price,Price Type,Latitude,Longitude,Beds,Baths,Date,Neighborhood,Beds_Category,Price Tag
1914,"401 - 1925 Alberni Street, Vancouver",1495000.0,For Sale,49.2936693,-123.1363088,2.0,2.0,18-Mar-25,West End,2.0,Over priced
1915,"1107 - 1632 Lions Gate Lane, North Vancouver",1278000.0,For Sale,49.3249218,-123.1225036,2.0,2.0,18-Mar-25,others,2.0,Fair price
1916,"1308 - 1401 Hunter Street, North Vancouver",889900.0,For Sale,49.310499,-123.0347028,2.0,2.0,18-Mar-25,others,2.0,Fair price
1917,"701 - 2210 Springer Avenue, Burnaby",807900.0,For Sale,49.2638267,-122.9873105,3.0,4.0,18-Mar-25,Burnaby,3.0,Fair price
1918,"2 - 1260 Kaslo Street, Vancouver",1629000.0,For Sale,49.2737157,-123.04667,1.0,1.0,18-Mar-25,Hastings-Sunrise,1.0,Fair price
1919,"1101 - 9099 Cook Road, Richmond",828000.0,For Sale,49.1667609,-123.1235729,3.0,3.0,18-Mar-25,Richmond,3.0,Lower priced
1920,"403 - 535 Smithe Street, Vancouver",815000.0,For Sale,49.2794455,-123.119668,2.0,2.0,18-Mar-25,Downtown,2.0,Lower priced
1921,"606 - 2210 Springer Avenue, Burnaby",1048900.0,For Sale,49.2638267,-122.9873105,1.0,1.0,18-Mar-25,Burnaby,1.0,Over priced
1922,"1021 Expo Boulevard, Vancouver",1499000.0,For Sale,49.2746507,-123.1178163,2.0,2.0,18-Mar-25,Downtown,2.0,Fair price
1923,"604 - 2210 Springer Avenue, Burnaby",826900.0,For Sale,49.2638267,-122.9873105,1.0,1.0,18-Mar-25,Burnaby,1.0,Over priced
1924,"61 - 19480 66 Avenue, Surrey",829900.0,For Sale,49.1235452,-122.6841941,3.0,3.0,18-Mar-25,Surrey,3.0,Fair price
1925,"7501 Lambeth Drive, Burnaby",3198000.0,For Sale,49.2304063,-122.9594226,6.0,4.0,18-Mar-25,Burnaby,4+,Over priced
1927,"402 - 1768 Cook Street, Vancouver",649900.0,For Sale,49.2695474,-123.1100617,3.0,3.0,18-Mar-25,Mount Pleasant,3.0,Fair price
1928,"SL87 - 720 Robinson Street, Coquitlam",949900.0,For Sale,49.2614176,-122.8802032,2.0,3.0,18-Mar-25,Coquitlam,2.0,Fair price
1929,"6294 Oak Street, Vancouver",1998000.0,For Sale,49.228418,-123.1282859,3.0,3.0,18-Mar-25,Oakridge,3.0,Fair price
1930,"408 - 5693 Elizabeth Street, Vancouver",1888000.0,For Sale,49.2337038,-123.1122648,3.0,2.0,18-Mar-25,Riley Park,3.0,Fair price
1931,"1702 - 585 Austin Avenue, Coquitlam",699000.0,For Sale,49.2495537,-122.8865746,1.0,1.0,18-Mar-25,Coquitlam,1.0,Fair price
1932,"9113 145a Street, Surrey",1449999.0,For Sale,49.1683223,-122.8193262,5.0,3.0,18-Mar-25,Surrey,4+,Fair price
1933,"3835 36 Avenue, Vancouver",3488000.0,For Sale,49.2397585,-123.1892308,3.0,2.0,18-Mar-25,Dunbar-Southlands,3.0,Over priced
1934,"1485 Camelot Road, West Vancouver",7990000.0,For Sale,49.3456845,-123.156361,6.0,7.0,18-Mar-25,West Vancouver,4+,Over priced
1935,"910 - 6833 Pearson Way, Richmond",785000.0,For Sale,49.1767105,-123.14811,1.0,1.0,18-Mar-25,Richmond,1.0,Over priced
1936,"2005 15th Avenue, Vancouver",1600000.0,For Sale,49.2583973,-123.1511008,2.0,2.0,18-Mar-25,Kitsilano,2.0,Over priced
1938,"1011 - 6036 Gray Avenue, Vancouver",1298800.0,For Sale,49.2519168,-123.2357184,2.0,2.0,18-Mar-25,others,2.0,Fair price
1939,"7474 Elwell Street, Burnaby",1650000.0,For Sale,49.2236757,-122.9488767,3.0,3.0,18-Mar-25,Burnaby,3.0,Over priced
1940,"908 - 5189 Gaston Street, Vancouver",679900.0,For Sale,49.2369867,-123.0307978,2.0,2.0,18-Mar-25,Renfrew-Collingwood,2.0,Lower priced
1941,"310 - 4352 Hastings Street, Burnaby",859000.0,For Sale,49.280851,-123.0069921,1.0,2.0,18-Mar-25,Burnaby,1.0,Over priced
1942,"503 - 3162 Riverwalk Avenue, Vancouver",759000.0,For Sale,49.2056613,-123.040813,3.0,2.0,18-Mar-25,Killarney,3.0,Lower priced
1944,"3547 38 Avenue, Vancouver",2850000.0,For Sale,49.2379675,-123.1835898,5.0,3.0,18-Mar-25,Dunbar-Southlands,4+,Fair price
1945,"1601 - 1955 Alpha Way, Burnaby",798000.0,For Sale,49.2668104,-123.0006968,2.0,2.0,18-Mar-25,Burnaby,2.0,Fair price
1946,"705 - 1808 3rd Avenue, Vancouver",1329000.0,For Sale,49.2687161,-123.1460033,2.0,2.0,18-Mar-25,Kitsilano,2.0,Fair price
1947,"203 - 1066 Hamilton Street, Vancouver",949000.0,For Sale,49.2762315,-123.1204903,3.0,2.0,18-Mar-25,Downtown,3.0,Fair price
1948,"708 - 7733 Firbridge Way, Richmond",785000.0,For Sale,49.1713004,-123.1390914,2.0,2.0,18-Mar-25,Richmond,2.0,Fair price
1949,"21 - 1180 25th Street, West Vancouver",1295000.0,For Sale,49.3356354,-123.1821919,4.0,4.0,18-Mar-25,West Vancouver,4+,Lower priced
1951,"204 - 8140 166 Street, Surrey",410000.0,For Sale,49.1501572,-122.762047,1.0,1.0,18-Mar-25,Surrey,1.0,Lower priced
1952,"34 - 15055 20 Avenue, Surrey",1248800.0,For Sale,49.0399386,-122.8043738,4.0,3.0,18-Mar-25,Surrey,4+,Lower priced
1953,"106 - 2416 3rd Avenue, Vancouver",699000.0,For Sale,49.2688964,-123.1605548,1.0,1.0,18-Mar-25,Kitsilano,1.0,Fair price
1954,"2912 139a Street, Surrey",2098000.0,For Sale,49.0551774,-122.835628,4.0,3.0,18-Mar-25,Surrey,4+,Over priced
1955,"2109 - 525 Foster Avenue, Coquitlam",738000.0,For Sale,49.25715,-122.89048,2.0,1.0,18-Mar-25,Coquitlam,2.0,Fair price
1956,"4105 - 2210 Springer Avenue, Burnaby",1249900.0,For Sale,49.2638267,-122.9873105,2.0,2.0,18-Mar-25,Burnaby,2.0,Over priced
1957,"603 - 4118 Dawson Street, Burnaby",575000.0,For Sale,49.2643041,-123.013727,1.0,1.0,18-Mar-25,Burnaby,1.0,Lower priced
1958,"3201 - 689 Abbott Street, Vancouver",1098000.0,For Sale,49.2790597,-123.1079516,2.0,2.0,18-Mar-25,Downtown,2.0,Fair price
1959,"111 - 139 22nd Street, North Vancouver",888000.0,For Sale,49.3293294,-123.0743452,2.0,2.0,18-Mar-25,North Vancouver,2.0,Fair price
1961,"1003 - 888 Pacific Street, Vancouver",749000.0,For Sale,49.2760519,-123.1313706,1.0,1.0,18-Mar-25,Downtown,1.0,Fair price
1962,"4421 Price Crescent, Burnaby",2389000.0,For Sale,49.2385038,-123.0057253,3.0,1.0,18-Mar-25,Burnaby,3.0,Over priced
1963,"14012 103 Avenue, Surrey",3099900.0,For Sale,49.1894007,-122.8337719,6.0,3.0,18-Mar-25,Surrey,4+,Over priced
1964,"4142 Staulo Crescent, Vancouver",1659000.0,For Sale,49.2269092,-123.1986735,6.0,4.0,18-Mar-25,Dunbar-Southlands,4+,Lower priced
1965,"TH3 - 1001 Richards Street, Vancouver",1299900.0,For Sale,49.2779967,-123.12154,2.0,3.0,18-Mar-25,Downtown,2.0,Fair price
1966,"49 - 13898 64 Avenue, Surrey",899900.0,For Sale,49.1173812,-122.8388355,4.0,4.0,18-Mar-25,Surrey,4+,Lower priced
1967,"406 - 10880 No. 5 Road, Richmond",643000.0,For Sale,49.1337412,-123.0908854,2.0,1.0,18-Mar-25,Richmond,2.0,Lower priced
1968,"1402 - 4388 Buchanan Street, Burnaby",899000.0,For Sale,49.2671465,-123.0082227,2.0,2.0,18-Mar-25,Burnaby,2.0,Fair price
1969,"14059 Grosvenor Road, Surrey",2089900.0,For Sale,49.2063022,-122.8327789,7.0,6.0,18-Mar-25,Surrey,4+,Over priced
1970,"13232 82 Avenue, Surrey",1499000.0,For Sale,49.1519727,-122.8559453,4.0,3.0,18-Mar-25,Surrey,4+,Fair price
1972,"2001 - 1155 The High Street, Coquitlam",699000.0,For Sale,49.28193,-122.79528,2.0,2.0,18-Mar-25,Coquitlam,2.0,Fair price
1973,"322 - 2651 Library Lane, North Vancouver",920000.0,For Sale,49.3324645,-123.0396307,2.0,2.0,18-Mar-25,others,2.0,Fair price
1974,"3755 13th Avenue, Vancouver",5060000.0,For Sale,49.2609878,-123.1871698,4.0,5.0,18-Mar-25,West Point Grey,4+,Fair price
1975,"1706 - 1111 Richards Street, Vancouver",819000.0,For Sale,49.2768419,-123.1230825,1.0,1.0,18-Mar-25,Downtown,1.0,Over priced
1976,"401 - 29 Templeton Drive, Vancouver",1299900.0,For Sale,49.2841648,-123.0599699,2.0,3.0,18-Mar-25,Grandview-Woodland,2.0,Fair price
1977,"2905 - 2133 Douglas Road, Burnaby",849800.0,For Sale,49.2643275,-122.9917412,2.0,2.0,18-Mar-25,Burnaby,2.0,Fair price
1978,"26 - 15030 28 Avenue, Surrey",1248000.0,For Sale,49.053146,-122.805075,3.0,4.0,18-Mar-25,Surrey,3.0,Fair price
1979,"2705 - 6699 Dunblane Avenue, Burnaby",729000.0,For Sale,49.2222005,-122.9930653,1.0,1.0,18-Mar-25,Burnaby,1.0,Over priced
1980,"5009 Chambers Street, Vancouver",990000.0,For Sale,49.2386963,-123.0532236,3.0,2.0,18-Mar-25,Renfrew-Collingwood,3.0,Fair price
1981,"2902 - 10448 University Drive, Surrey",599999.0,For Sale,49.1923857,-122.8504739,2.0,2.0,18-Mar-25,Surrey,2.0,Fair price
1982,"408 - 2425 Alpha Avenue, Burnaby",668888.0,For Sale,49.2626764,-123.001085,1.0,1.0,18-Mar-25,Burnaby,1.0,Fair price
1983,"2102 - 7388 Sandborne Avenue, Burnaby",1099000.0,For Sale,49.2098239,-122.9609549,3.0,3.0,18-Mar-25,Burnaby,3.0,Fair price
1984,"807 - 822 Homer Street, Vancouver",748000.0,For Sale,49.2790402,-123.1172996,2.0,2.0,18-Mar-25,Downtown,2.0,Lower priced
1985,"1901 - 10428 Whalley Boulevard, Surrey",524900.0,For Sale,49.19237,-122.8415042,1.0,1.0,18-Mar-25,Surrey,1.0,Fair price
1986,"205 - 15988 26 Avenue, Surrey",499000.0,For Sale,49.0489536,-122.7796627,1.0,1.0,18-Mar-25,Surrey,1.0,Fair price
1987,"10311 Caithcart Road, Richmond",3188000.0,For Sale,49.1891145,-123.1094122,2.0,1.0,18-Mar-25,Richmond,2.0,Over priced
1988,"1479 King Edward Avenue, Vancouver",1149000.0,For Sale,49.2498583,-123.1383982,2.0,3.0,18-Mar-25,Shaughnessy,2.0,Fair price
1989,"30 - 19330 Fairway Drive, Surrey",829900.0,For Sale,49.11447,-122.6876491,3.0,3.0,18-Mar-25,Surrey,3.0,Fair price
1990,"11795 99a Avenue, Surrey",1398888.0,For Sale,49.1837739,-122.8957376,5.0,4.0,18-Mar-25,Surrey,4+,Fair price
1991,"9116 158 Street, Surrey",1730000.0,For Sale,49.1684849,-122.7841743,2.0,2.0,18-Mar-25,Surrey,2.0,Over priced
1992,"5631 Colville Road, Richmond",2299000.0,For Sale,49.1518351,-123.161771,6.0,4.0,18-Mar-25,Richmond,4+,Fair price
1993,"117 - 2083 33rd Avenue, Vancouver",995000.0,For Sale,49.2400208,-123.0633616,2.0,2.0,18-Mar-25,Kensington-Cedar Cottage,2.0,Fair price
1994,"82 - 17714 60 Avenue, Surrey",449000.0,For Sale,49.1112128,-122.7317846,2.0,2.0,18-Mar-25,Surrey,2.0,Lower priced
1995,"113 - 5471 Arcadia Road, Richmond",539900.0,For Sale,49.1724894,-123.1268766,2.0,1.0,18-Mar-25,Richmond,2.0,Lower priced
1996,"10 - 6965 Hastings Street, Burnaby",799000.0,For Sale,49.2807742,-122.9599762,3.0,3.0,18-Mar-25,Burnaby,3.0,Fair price
1997,"3444 Langford Avenue, Vancouver",849000.0,For Sale,49.2148127,-123.0285282,3.0,2.0,18-Mar-25,Killarney,3.0,Fair price
1998,"202 - 10838 Whalley Boulevard, Surrey",599999.0,For Sale,49.1990431,-122.8425576,2.0,2.0,18-Mar-25,Surrey,2.0,Fair price
1999,"104 - 1055 Broadway , Vancouver",574900.0,For Sale,49.2636963,-123.1277974,2.0,2.0,18-Mar-25,Fairview,2.0,Lower priced
2000,"427 - 13733 107a Avenue, Surrey",599999.0,For Sale,49.1981112,-122.8418761,2.0,2.0,18-Mar-25,Surrey,2.0,Fair price
2001,"312 - 13501 96 Avenue, Surrey",425000.0,For Sale,49.1779441,-122.8490155,1.0,1.0,18-Mar-25,Surrey,1.0,Lower priced
2002,"1909 - 13399 104 Avenue, Surrey",435000.0,For Sale,49.1919316,-122.8515195,1.0,1.0,18-Mar-25,Surrey,1.0,Lower priced
2003,"4276 Prospect Road, North Vancouver",3599000.0,For Sale,49.3487815,-123.0722442,3.0,2.0,18-Mar-25,others,3.0,Over priced
2005,"102 - 1744 128 Street, Surrey",1125000.0,For Sale,49.0338882,-122.8672032,2.0,2.0,18-Mar-25,Surrey,2.0,Over priced
2006,"103 - 941 Dansey Avenue, Coquitlam",1329000.0,For Sale,49.2473894,-122.8699094,4.0,4.0,18-Mar-25,Coquitlam,4+,Lower priced
2007,"1003 - 7878 Westminster Highway, Richmond",749000.0,For Sale,49.1697057,-123.1375753,3.0,3.0,18-Mar-25,Richmond,3.0,Lower priced
2008,"1605 Salal Crescent, Coquitlam",1759000.0,For Sale,49.304813,-122.8101464,6.0,4.0,18-Mar-25,Coquitlam,4+,Fair price
2009,"1706 - 652 Whiting Way, Coquitlam",565000.0,For Sale,49.2571963,-122.8924375,2.0,2.0,18-Mar-25,Coquitlam,2.0,Lower priced
2011,"309 - 10678 138a Street, Surrey",635000.0,For Sale,49.1966445,-122.8380067,3.0,2.0,17-Mar-25,Surrey,3.0,Lower priced
2012,"7586 115 Street, Surrey",1349000.0,For Sale,49.1326451,-122.8891412,5.0,3.0,17-Mar-25,Surrey,4+,Fair price
2014,"6099 132 Street, Surrey",1999999.0,For Sale,49.1135686,-122.8571022,10.0,8.0,17-Mar-25,Surrey,4+,Fair price
2015,"2001 - 6398 Silver Avenue, Burnaby",1249000.0,For Sale,49.2252745,-123.0056593,3.0,2.0,17-Mar-25,Burnaby,3.0,Fair price
2016,"208 - 5280 Oakmount Crescent, Burnaby",799900.0,For Sale,49.2316033,-122.9872892,2.0,2.0,17-Mar-25,Burnaby,2.0,Fair price
2017,"1301 - 6288 Cassie Avenue, Burnaby",799000.0,For Sale,49.2261087,-123.0075073,2.0,2.0,17-Mar-25,Burnaby,2.0,Fair price
2018,"3501 - 4510 Halifax Way, Burnaby",929000.0,For Sale,49.2679236,-123.0025005,2.0,2.0,17-Mar-25,Burnaby,2.0,Fair price
2019,"305 - 7471 Blundell Road, Richmond",466800.0,For Sale,49.1558014,-123.1412763,2.0,1.0,17-Mar-25,Richmond,2.0,Lower priced
2021,"7 - 14555 68 Avenue, Surrey",759000.0,For Sale,49.1264757,-122.8193241,2.0,3.0,17-Mar-25,Surrey,2.0,Fair price
2022,"808 - 7535 Alderbridge Way, Richmond",768888.0,For Sale,49.1730378,-123.1450042,2.0,2.0,17-Mar-25,Richmond,2.0,Fair price
2023,"2160 8th Avenue, Vancouver",2099000.0,For Sale,49.2629974,-123.0607125,3.0,3.0,17-Mar-25,Grandview-Woodland,3.0,Over priced
2024,"603 - 1238 Burrard Street, Vancouver",649900.0,For Sale,49.2785146,-123.1296779,1.0,1.0,17-Mar-25,Downtown,1.0,Fair price
2025,"882 - 3311 Ketcheson Road, Richmond",769000.0,For Sale,49.1890514,-123.1266808,2.0,1.0,17-Mar-25,Richmond,2.0,Fair price
2026,"5138 Somerville Street, Vancouver",1749900.0,For Sale,49.2380257,-123.0854467,3.0,3.0,17-Mar-25,Kensington-Cedar Cottage,3.0,Over priced
2027,"3477 20th Avenue, Vancouver",3998000.0,For Sale,49.2548358,-123.1813845,4.0,6.0,17-Mar-25,Dunbar-Southlands,4+,Fair price
2028,"512 - 22 Cordova Street, Vancouver",639000.0,For Sale,49.282404,-123.1047989,1.0,1.0,17-Mar-25,Downtown,1.0,Fair price
2029,"348 Taylor Way, West Vancouver",1099000.0,For Sale,49.3269151,-123.1346259,1.0,1.0,17-Mar-25,West Vancouver,1.0,Fair price
2030,"1004 - 1171 Jervis Street, Vancouver",1699900.0,For Sale,49.2830763,-123.1348514,3.0,2.0,17-Mar-25,West End,3.0,Fair price
2031,"6D - 328 Taylor Way, West Vancouver",1149000.0,For Sale,49.3263915,-123.1344417,2.0,2.0,17-Mar-25,West Vancouver,2.0,Fair price
2032,"28 - 2738 158 Street, Surrey",1098000.0,For Sale,49.0516848,-122.784396,4.0,4.0,17-Mar-25,Surrey,4+,Lower priced
2034,"413 - 9399 Tomicki Avenue, Richmond",748000.0,For Sale,49.1805528,-123.1191435,2.0,2.0,17-Mar-25,Richmond,2.0,Fair price
2035,"6552 Imperial Street, Burnaby",2488000.0,For Sale,49.2217336,-122.9687025,7.0,6.0,17-Mar-25,Burnaby,4+,Fair price
2036,"3210 - 1289 Hornby Street, Vancouver",1289000.0,For Sale,49.2778952,-123.1297804,2.0,2.0,17-Mar-25,Downtown,2.0,Fair price
2037,"2609 Hawser Avenue, Coquitlam",1950000.0,For Sale,49.2711881,-122.8175269,4.0,3.0,17-Mar-25,Coquitlam,4+,Fair price
2038,"5131 Haddon Place, Richmond",2480000.0,For Sale,49.1435015,-123.1691618,4.0,3.0,17-Mar-25,Richmond,4+,Fair price
2039,"9763 177b Street, Surrey",1949000.0,For Sale,49.1809233,-122.7295872,8.0,8.0,17-Mar-25,Surrey,4+,Fair price
2042,"708 - 328 11th Avenue, Vancouver",785000.0,For Sale,49.2610662,-123.1118132,3.0,4.0,17-Mar-25,Mount Pleasant,3.0,Fair price
2043,"2607 - 1182 Westwood Street, Coquitlam",839000.0,For Sale,49.2821847,-122.7909699,2.0,2.0,17-Mar-25,Coquitlam,2.0,Fair price
2044,"3608 - 10750 135a Street, Surrey",769999.0,For Sale,49.1975987,-122.8469471,2.0,2.0,17-Mar-25,Surrey,2.0,Fair price
2045,"17 - 5858 142nd Street, Surrey",829999.0,For Sale,49.1091976,-122.8286567,3.0,3.0,17-Mar-25,Surrey,3.0,Fair price
2047,"2926 Valleyvista Drive, Coquitlam",1699000.0,For Sale,49.2968235,-122.7991843,4.0,3.0,17-Mar-25,Coquitlam,4+,Fair price
2048,"1206 - 5628 Birney Avenue, Vancouver",1098000.0,For Sale,49.254087,-123.230999,1.0,1.0,17-Mar-25,others,1.0,Over priced
2049,"317 - 8291 Park Road, Richmond",429000.0,For Sale,49.1652089,-123.1325108,2.0,2.0,17-Mar-25,Richmond,2.0,Lower priced
2050,"305 - 3465 146a Street, Surrey",755990.0,For Sale,49.065373,-122.8168463,1.0,1.0,17-Mar-25,Surrey,1.0,Over priced
2051,"101 - 3465 146a Street, Surrey",809990.0,For Sale,49.065373,-122.8168463,4.0,4.0,17-Mar-25,Surrey,4+,Lower priced
2052,"405 - 1238 Homer Street, Vancouver",749000.0,For Sale,49.2746533,-123.1237718,1.0,1.0,17-Mar-25,Downtown,1.0,Fair price
2053,"2004 - 2225 Holdom Avenue, Burnaby",885000.0,For Sale,49.2641075,-122.9814475,2.0,2.0,17-Mar-25,Burnaby,2.0,Fair price
2054,"2606 - 652 Whiting Way, Coquitlam",549900.0,For Sale,49.2571963,-122.8924375,0.0,1.0,17-Mar-25,Coquitlam,0.0,Over priced
2055,"303 - 2335 York Avenue, Vancouver",749900.0,For Sale,49.2719468,-123.1583653,1.0,1.0,17-Mar-25,Kitsilano,1.0,Fair price
2056,"1112 - 8800 Hazelbridge Way, Richmond",635000.0,For Sale,49.1890449,-123.1277594,1.0,1.0,17-Mar-25,Richmond,1.0,Fair price
2057,"3104 - 9981 Whalley Boulevard, Surrey",598000.0,For Sale,49.1835007,-122.8433509,2.0,2.0,17-Mar-25,Surrey,2.0,Fair price
2058,"5071 Jaskow Drive, Richmond",2180000.0,For Sale,49.1460504,-123.1686128,3.0,1.0,17-Mar-25,Richmond,3.0,Over priced
2059,"1346 Burrad Street, Vancouver",168000.0,For Sale,49.2774349,-123.1312914,2.0,2.0,17-Mar-25,Downtown,2.0,Lower priced
2061,"PH5B - 1048 7th Avenue, Vancouver",988000.0,For Sale,49.2640522,-123.0819186,2.0,2.0,17-Mar-25,Mount Pleasant,2.0,Fair price
2062,"9380 Arvida Drive, Richmond",1889000.0,For Sale,49.1460334,-123.1126197,6.0,3.0,17-Mar-25,Richmond,4+,Fair price
2063,"C302 - 9848 Whalley Boulevard, Surrey",599888.0,For Sale,49.182541,-122.8409253,2.0,2.0,17-Mar-25,Surrey,2.0,Fair price
2064,"219 - 10221 133a Street, Surrey",499900.0,For Sale,49.1881049,-122.8525597,2.0,1.0,17-Mar-25,Surrey,2.0,Lower priced
2065,"122 - 4373 Halifax Street, Burnaby",639000.0,For Sale,49.2692233,-123.0071273,2.0,1.0,17-Mar-25,Burnaby,2.0,Lower priced
2066,"305 - 15323 17a Avenue, Surrey",587000.0,For Sale,49.0340017,-122.797658,2.0,2.0,17-Mar-25,Surrey,2.0,Lower priced
2067,"605 - 89 Nelson Street, Vancouver",776000.0,For Sale,49.2748184,-123.1151738,1.0,2.0,17-Mar-25,Downtown,1.0,Over priced
2068,"6034 Greenside Drive, Surrey",675000.0,For Sale,49.1119634,-122.6869293,3.0,1.0,18-Mar-25,Surrey,3.0,Lower priced
2069,"311 - 4933 Clarendon Street, Vancouver",868000.0,For Sale,49.2394981,-123.0560367,2.0,2.0,17-Mar-25,Renfrew-Collingwood,2.0,Fair price
2070,"1508 - 10428 Whalley Boulevard, Surrey",649500.0,For Sale,49.19237,-122.8415042,2.0,1.0,17-Mar-25,Surrey,2.0,Fair price
2071,"2 - 3841 27th Avenue, Vancouver",2379800.0,For Sale,49.2483111,-123.1893689,3.0,4.0,17-Mar-25,Dunbar-Southlands,3.0,Fair price
2072,"101 - 1051 James Avenue, Coquitlam",1144000.0,For Sale,49.2389972,-122.8628992,4.0,3.0,17-Mar-25,Coquitlam,4+,Lower priced
2073,"117 - 3205 Mountain Highway, North Vancouver",895000.0,For Sale,49.3384481,-123.038958,2.0,2.0,17-Mar-25,others,2.0,Fair price
2074,"3008 - 2955 Atlantic Avenue, Coquitlam",558800.0,For Sale,49.28217,-122.79825,2.0,1.0,17-Mar-25,Coquitlam,2.0,Lower priced
2075,"3090 Lazy A Street, Coquitlam",2119900.0,For Sale,49.2678754,-122.8070904,3.0,2.0,17-Mar-25,Coquitlam,3.0,Over priced
2076,"4 - 6351 Buswell Street, Richmond",1250000.0,For Sale,49.1679288,-123.1344812,3.0,2.0,17-Mar-25,Richmond,3.0,Fair price
2077,"203 - 7788 18th Street, Burnaby",678000.0,For Sale,49.2090363,-122.9494071,1.0,1.0,17-Mar-25,Burnaby,1.0,Fair price
2078,"11604 Confidential , Vancouver",198000.0,For Sale,49.2827291,-123.1207375,4.0,2.0,17-Mar-25,Downtown,4+,Lower priced
2080,"17484 Abbey Drive, Surrey",4700000.0,For Sale,49.1869388,-122.7377125,2.0,3.0,17-Mar-25,Surrey,2.0,Over priced
2081,"121 - 735 15th Street, North Vancouver",1089000.0,For Sale,49.3219687,-123.0928925,2.0,2.0,17-Mar-25,North Vancouver,2.0,Fair price
2082,"504 - 3487 Binning Road, Vancouver",1188000.0,For Sale,49.253532,-123.2307444,2.0,2.0,17-Mar-25,others,2.0,Fair price
2083,"108 - 4833 Brentwood Drive, Burnaby",778000.0,For Sale,49.2664224,-122.9936807,4.0,4.0,17-Mar-25,Burnaby,4+,Lower priced
2084,"505 - 10428 Whalley Boulevard, Surrey",499900.0,For Sale,49.19237,-122.8415042,2.0,2.0,17-Mar-25,Surrey,2.0,Lower priced
2085,"1 - 910 16th Street, North Vancouver",1140000.0,For Sale,49.3235745,-123.09861,3.0,3.0,17-Mar-25,North Vancouver,3.0,Fair price
2086,"65 21st Avenue, Vancouver",2538000.0,For Sale,49.2520674,-123.103511,5.0,3.0,17-Mar-25,Riley Park,4+,Fair price
2087,"2135 Lawson Avenue, West Vancouver",3688000.0,For Sale,49.3375532,-123.1691255,3.0,2.0,17-Mar-25,West Vancouver,3.0,Fair price
2088,"10760 Finlayson Drive, Richmond",1880000.0,For Sale,49.1951152,-123.10522,5.0,4.0,17-Mar-25,Richmond,4+,Fair price
2089,"105 - 11501 84 Avenue, Surrey",700000.0,For Sale,49.1561216,-122.904507,2.0,2.0,17-Mar-25,Delta,2.0,Fair price
2090,"1950 Alderlynn Drive, North Vancouver",1689000.0,For Sale,49.3252211,-123.0333125,3.0,2.0,17-Mar-25,others,3.0,Fair price
2091,"4371 Puget Drive, Vancouver",3990000.0,For Sale,49.2471999,-123.1676066,3.0,4.0,17-Mar-25,Arbutus Ridge,3.0,Over priced
2092,"320 - 7133 14th Avenue, Burnaby",784999.0,For Sale,49.2126386,-122.951022,2.0,2.0,17-Mar-25,Burnaby,2.0,Fair price
2093,"3738 Fraser Street, Vancouver",1399000.0,For Sale,49.2515378,-123.0897309,3.0,3.0,17-Mar-25,Kensington-Cedar Cottage,3.0,Lower priced
2094,"2680 Mcbride Avenue, Surrey",1418000.0,For Sale,49.051658,-122.8832561,2.0,1.0,17-Mar-25,Surrey,2.0,Over priced
2095,"69 - 2603 162 Street, Surrey",1599000.0,For Sale,49.0494087,-122.7722898,5.0,5.0,17-Mar-25,Surrey,4+,Fair price
2096,"507 - 6440 194 Street, Surrey",525000.0,For Sale,49.119444,-122.6833328,1.0,1.0,17-Mar-25,Surrey,1.0,Fair price
2097,"703 - 2528 Maple Street, Vancouver",1499000.0,For Sale,49.2635229,-123.1502845,2.0,2.0,17-Mar-25,Kitsilano,2.0,Over priced
2098,"978 13th Avenue, Vancouver",1949900.0,For Sale,49.2585331,-123.0837753,4.0,4.0,17-Mar-25,Mount Pleasant,4+,Over priced
2099,"102 - 3588 Sawmill Crescent, Vancouver",860000.0,For Sale,49.2060709,-123.0273081,2.0,2.0,17-Mar-25,Killarney,2.0,Fair price
2100,"301 - 4723 Dawson Street, Burnaby",735000.0,For Sale,49.2646967,-122.9972366,2.0,2.0,17-Mar-25,Burnaby,2.0,Lower priced
2101,"2701 - 1188 Howe Street, Vancouver",890000.0,For Sale,49.2778991,-123.1267281,6.0,4.0,17-Mar-25,Downtown,4+,Fair price
2103,"3700 No. 3 Road, Richmond",499000.0,For Sale,49.1862473,-123.1333378,2.0,2.0,19-Mar-25,Richmond,2.0,Lower priced
2105,"1309 - 13615 Fraser Highway, Surrey",639000.0,For Sale,49.1808221,-122.844843,2.0,2.0,19-Mar-25,Surrey,2.0,Fair price
2106,"3503 - 657 Whiting Way, Coquitlam",585000.0,For Sale,49.25715,-122.89124,1.0,1.0,19-Mar-25,Coquitlam,1.0,Fair price
2107,"1012 - 3300 Ketcheson Road, Richmond",688888.0,For Sale,49.1889756,-123.125979,1.0,1.0,19-Mar-25,Richmond,1.0,Fair price
2108,"904 37th Avenue, Vancouver",1718000.0,For Sale,49.236352,-123.0863814,3.0,3.0,19-Mar-25,Kensington-Cedar Cottage,3.0,Fair price
2109,"19564 62a Avenue, Surrey",1388000.0,For Sale,49.1161116,-122.6806037,4.0,2.0,19-Mar-25,Surrey,4+,Fair price
2110,"505 - 2088 Madison Avenue, Burnaby",799900.0,For Sale,49.2659646,-123.0081502,1.0,1.0,19-Mar-25,Burnaby,1.0,Over priced
2111,"2002 - 1482 Robson Street, Vancouver",1634000.0,For Sale,49.2885128,-123.1311775,2.0,2.0,19-Mar-25,West End,2.0,Over priced
