Unnamed: 0,Address,Price,Price Type,Latitude,Longitude,Beds,Baths,Date,Neighborhood,Beds_Category,Price Tag
839,"2905 - 6088 Willingdon Avenue, Burnaby",799999.0,For Sale,49.2289879,-123.0056966,2.0,2.0,12-Mar-25,Burnaby,2.0,Fair price
840,"601 - 3333 Corvette Way, Richmond",845000.0,For Sale,49.1902092,-123.1344894,2.0,2.0,12-Mar-25,Richmond,2.0,Fair price
841,"105 - 3595 18th Avenue, Vancouver",1749000.0,For Sale,49.2565982,-123.1848489,7.0,5.0,12-Mar-25,Dunbar-Southlands,4+,Lower priced
842,"2 - 9560 Alexandra Road, Richmond",1088000.0,For Sale,49.1784906,-123.1176353,5.0,4.0,12-Mar-25,Richmond,4+,Lower priced
843,"2106 - 10333 133 Street, Surrey",519000.0,For Sale,49.1905171,-122.8554685,1.0,1.0,12-Mar-25,Surrey,1.0,Fair price
844,"149 - 14150 58a Avenue, Surrey",799900.0,For Sale,49.1089056,-122.8307698,3.0,3.0,12-Mar-25,Surrey,3.0,Fair price
845,"301 - 1771 Nelson Street, Vancouver",868800.0,For Sale,49.2892701,-123.1380367,2.0,2.0,12-Mar-25,West End,2.0,Fair price
846,"2380 Marine Drive, West Vancouver",3348000.0,For Sale,49.3338127,-123.1786172,5.0,4.0,12-Mar-25,West Vancouver,4+,Fair price
847,"309 - 185 175a Street, Surrey",599900.0,For Sale,49.0052029,-122.7376218,1.0,1.0,12-Mar-25,Surrey,1.0,Over priced
848,"603 - 1188 Pender Street, Vancouver",735000.0,For Sale,49.2881645,-123.1232641,1.0,1.0,12-Mar-25,Downtown,1.0,Fair price
849,"1311 63rd Avenue, Vancouver",2599000.0,For Sale,49.213103,-123.0794864,6.0,5.0,12-Mar-25,Sunset,4+,Over priced
850,"6960 143a Street, Surrey",1480000.0,For Sale,49.129305,-122.8244219,4.0,3.0,12-Mar-25,Surrey,4+,Fair price
851,"15153 96a Avenue, Surrey",1399900.0,For Sale,49.1775867,-122.8027877,4.0,3.0,12-Mar-25,Surrey,4+,Fair price
853,"23 - 7373 Turnill Street, Richmond",899000.0,For Sale,49.16001,-123.124292,4.0,3.0,12-Mar-25,Richmond,4+,Lower priced
854,"301 - 158 West 13th Street, North Vancouver",599000.0,For Sale,49.2592641,-123.1089355,1.0,1.0,12-Mar-25,Mount Pleasant,1.0,Lower priced
855,"1513 - 989 Nelson Street, Vancouver",618000.0,For Sale,49.2812121,-123.1251379,1.0,1.0,12-Mar-25,Downtown,1.0,Lower priced
856,"308 - 1135 Windsor Mews, Coquitlam",730000.0,For Sale,49.2801199,-122.78537,2.0,2.0,12-Mar-25,Coquitlam,2.0,Fair price
857,"2633 138a Street, Surrey",3998000.0,For Sale,49.0500216,-122.8396107,3.0,2.0,12-Mar-25,Surrey,3.0,Over priced
858,"6074 188 Street, Surrey",1499900.0,For Sale,49.1127244,-122.7013332,4.0,3.0,12-Mar-25,Surrey,4+,Fair price
861,"136 - 14151 58a Avenue, Surrey",929900.0,For Sale,49.1095246,-122.8301458,3.0,3.0,12-Mar-25,Surrey,3.0,Fair price
862,"6772 Beresford Street, Burnaby",849800.0,For Sale,49.2166978,-122.9646999,2.0,2.0,12-Mar-25,Burnaby,2.0,Fair price
863,"860 - 6320 No. 3 Road, Richmond",698000.0,For Sale,49.1674457,-123.135987,1.0,1.0,12-Mar-25,Richmond,1.0,Fair price
864,"7697 Ulster Street, Burnaby",1739000.0,For Sale,49.2274084,-122.9455579,4.0,4.0,12-Mar-25,Burnaby,4+,Lower priced
865,"1138 26th Avenue, Vancouver",1599000.0,For Sale,49.2479638,-123.1311727,3.0,3.0,12-Mar-25,Shaughnessy,3.0,Fair price
866,"8151 12 Avenue, Burnaby",1768000.0,For Sale,49.2245696,-122.922616,5.0,4.0,12-Mar-25,Burnaby,4+,Fair price
867,"102 - 908 Keith Road, West Vancouver",1890000.0,For Sale,49.3295451,-123.1397133,2.0,2.0,12-Mar-25,West Vancouver,2.0,Over priced
868,"617 - 3588 Vanness Avenue, Vancouver",685000.0,For Sale,49.2361217,-123.0277763,2.0,2.0,12-Mar-25,Renfrew-Collingwood,2.0,Lower priced
869,"PH7 - 188 Keefer Street, Vancouver",1188000.0,For Sale,49.2793517,-123.1001158,2.0,3.0,12-Mar-25,Downtown,2.0,Fair price
870,"PH3 - 1477 15th Avenue, Vancouver",1398000.0,For Sale,49.2581237,-123.1383725,2.0,2.0,12-Mar-25,Fairview,2.0,Over priced
871,"2801 - 1308 Hornby Street, Vancouver",1398000.0,For Sale,49.277171,-123.1298476,2.0,2.0,12-Mar-25,Downtown,2.0,Fair price
872,"4301 - 2186 Gilmore Avenue, Burnaby",1193900.0,For Sale,49.2652826,-123.0140373,2.0,2.0,12-Mar-25,Burnaby,2.0,Over priced
873,"201 - 1629 Garden Avenue, North Vancouver",650000.0,For Sale,49.3243757,-123.1191432,2.0,1.0,12-Mar-25,others,2.0,Lower priced
874,"452 5th Street, North Vancouver",3795000.0,For Sale,49.3106431,-123.0637248,7.0,5.0,12-Mar-25,North Vancouver,4+,Over priced
875,"2079 46th Avenue, Vancouver",3790000.0,For Sale,49.2287692,-123.0639429,6.0,5.0,12-Mar-25,Victoria-Fraserview,4+,Over priced
876,"807 - 8533 River District Crossing, Vancouver",888000.0,For Sale,49.2062631,-123.0312557,2.0,2.0,12-Mar-25,Killarney,2.0,Fair price
877,"438 - 9101 Horne Street, Burnaby",600000.0,For Sale,49.2502124,-122.9039635,2.0,2.0,12-Mar-25,Burnaby,2.0,Lower priced
878,"1 - 5937 Holland Street, Vancouver",2388000.0,For Sale,49.2326113,-123.1927192,3.0,3.0,12-Mar-25,Dunbar-Southlands,3.0,Fair price
879,"2109 - 5311 Goring Street, Burnaby",936000.0,For Sale,49.2630666,-122.9871461,3.0,3.0,12-Mar-25,Burnaby,3.0,Fair price
880,"2888 54th Avenue, Vancouver",1695000.0,For Sale,49.2199721,-123.0455836,2.0,2.0,12-Mar-25,Killarney,2.0,Over priced
881,"2103 - 13428 105 Avenue, Surrey",439000.0,For Sale,49.1927348,-122.8500408,4.0,2.0,12-Mar-25,Surrey,4+,Lower priced
882,"28 - 8533 Cumberland Place, Burnaby",1380000.0,For Sale,49.2350765,-122.9190718,4.0,4.0,12-Mar-25,Burnaby,4+,Lower priced
883,"204 - 2680 4th Avenue, Vancouver",645000.0,For Sale,49.2681868,-123.1657709,1.0,1.0,12-Mar-25,Kitsilano,1.0,Lower priced
884,"415 - 2338 Western Parkway, Vancouver",649000.0,For Sale,49.2640925,-123.2415263,1.0,1.0,12-Mar-25,others,1.0,Fair price
885,"17 - 6575 192 Street, Surrey",869089.0,For Sale,49.1195471,-122.6735481,3.0,3.0,12-Mar-25,others,3.0,Lower priced
887,"353 Newdale Court, North Vancouver",3398000.0,For Sale,49.352426,-123.0783015,6.0,5.0,12-Mar-25,others,4+,Over priced
888,"1092 Kings Avenue, West Vancouver",2499000.0,For Sale,49.3360883,-123.1455229,4.0,3.0,12-Mar-25,West Vancouver,4+,Lower priced
891,"707 - 13428 105 Avenue, Surrey",499900.0,For Sale,49.1927348,-122.8500408,1.0,1.0,12-Mar-25,Surrey,1.0,Fair price
892,"908 - 1325 Rolston Street, Vancouver",628000.0,For Sale,49.2756464,-123.1278677,1.0,1.0,12-Mar-25,Downtown,1.0,Fair price
893,"16619 Bell Road, Surrey",2399000.0,For Sale,49.1078373,-122.7615948,4.0,3.0,12-Mar-25,Surrey,4+,Over priced
894,"14895 96 Street, Surrey",1269000.0,For Sale,49.1913466,-122.8490125,6.0,6.0,12-Mar-25,Surrey,4+,Fair price
896,"3203 - 13495 Central Avenue, Surrey",485000.0,For Sale,49.1906551,-122.8482557,1.0,1.0,12-Mar-25,Surrey,1.0,Fair price
897,"409 - 9168 Slopes Mews, Burnaby",549000.0,For Sale,49.277036,-122.9085438,2.0,1.0,12-Mar-25,Burnaby,2.0,Lower priced
898,"105 - 9650 148 Street, Surrey",459900.0,For Sale,49.1773711,-122.8108635,2.0,2.0,12-Mar-25,Surrey,2.0,Lower priced
899,"106 - 10455 University Drive, Surrey",399900.0,For Sale,49.1922201,-122.8514171,1.0,1.0,12-Mar-25,Surrey,1.0,Lower priced
900,"316 - 7151 121 Street, Surrey",748000.0,For Sale,49.132275,-122.8879526,2.0,2.0,12-Mar-25,Surrey,2.0,Fair price
901,"W408 - 10828 139a Street, Surrey",419900.0,For Sale,49.1995333,-122.8353575,1.0,1.0,12-Mar-25,Surrey,1.0,Lower priced
902,"709 - 66 W Cordova Street, Vancouver",549000.0,For Sale,49.282751,-123.1063348,1.0,1.0,12-Mar-25,Downtown,1.0,Lower priced
903,"809 Lillian Street, Coquitlam",1699000.0,For Sale,49.2641044,-122.8600718,4.0,2.0,12-Mar-25,Coquitlam,4+,Fair price
904,"3269 Chartwell Grn , Coquitlam",1996000.0,For Sale,49.3152596,-122.7856411,7.0,4.0,12-Mar-25,Coquitlam,4+,Fair price
906,"104 - 15785 Croydon Drive, Surrey",538000.0,For Sale,49.0473431,-122.7843504,2.0,2.0,12-Mar-25,Surrey,2.0,Lower priced
909,"3404 - 2186 Gilmore Avenue, Burnaby",1075900.0,For Sale,49.2652826,-123.0140373,2.0,2.0,12-Mar-25,Burnaby,2.0,Over priced
910,"502 - 1850 Comox Street, Vancouver",465000.0,For Sale,49.2890306,-123.1410302,1.0,1.0,12-Mar-25,West End,1.0,Lower priced
911,"2457 7th Avenue, Vancouver",1999999.0,For Sale,49.2641026,-123.0553644,3.0,3.0,12-Mar-25,Hastings-Sunrise,3.0,Over priced
912,"1709 - 511 Rochester Avenue, Coquitlam",549000.0,For Sale,49.2459224,-122.8906026,1.0,1.0,12-Mar-25,Coquitlam,1.0,Fair price
913,"417 - 10688 140 Street, Surrey",499800.0,For Sale,49.1966358,-122.8337313,1.0,1.0,12-Mar-25,Surrey,1.0,Fair price
914,"301 - 505 30th Avenue, Vancouver",699000.0,For Sale,49.2437312,-123.0939127,1.0,1.0,12-Mar-25,Riley Park,1.0,Fair price
915,"7483 Humm Street, Vancouver",2788000.0,For Sale,49.2167937,-123.063667,6.0,5.0,12-Mar-25,Victoria-Fraserview,4+,Fair price
916,"6566 Granville Avenue, Richmond",1990000.0,For Sale,49.1624149,-123.1506794,5.0,5.0,12-Mar-25,Richmond,4+,Fair price
917,"15181 68a Avenue, Surrey",2049999.0,For Sale,49.1276385,-122.8019089,11.0,8.0,12-Mar-25,Surrey,4+,Over priced
918,"1903 - 5860 Olive Avenue, Burnaby",991900.0,For Sale,49.2309108,-123.0097829,2.0,2.0,12-Mar-25,Burnaby,2.0,Over priced
919,"1301 - 2980 Atlantic Avenue, Coquitlam",745000.0,For Sale,49.2813299,-122.79554,2.0,2.0,12-Mar-25,Coquitlam,2.0,Fair price
920,"2202 - 667 Howe Street, Vancouver",2458000.0,For Sale,49.2837556,-123.1186196,2.0,2.0,12-Mar-25,Downtown,2.0,Over priced
921,"1104 - 5860 Olive Avenue, Burnaby",930900.0,For Sale,49.2309108,-123.0097829,2.0,2.0,12-Mar-25,Burnaby,2.0,Fair price
922,"93 - 19505 68a Avenue, Surrey",838888.0,For Sale,49.1276452,-122.681775,3.0,3.0,12-Mar-25,Surrey,3.0,Fair price
923,"E512 - 10829 140 Street, Surrey",465000.0,For Sale,49.1993899,-122.8350797,1.0,1.0,12-Mar-25,Surrey,1.0,Fair price
924,"1420 53rd Avenue, Vancouver",4688888.0,For Sale,49.2223537,-123.1381383,5.0,7.0,12-Mar-25,Oakridge,4+,Over priced
925,"3500 River Road, Richmond",2788000.0,For Sale,49.1739751,-123.1858099,6.0,3.0,12-Mar-25,Richmond,4+,Fair price
926,"2063 28th Avenue, Vancouver",3288880.0,For Sale,49.2460444,-123.0636389,7.0,7.0,12-Mar-25,Kensington-Cedar Cottage,4+,Over priced
927,"143 - 1330 Wellon Street, Coquitlam",1599900.0,For Sale,49.2931157,-122.7242247,4.0,5.0,12-Mar-25,Coquitlam,4+,Fair price
928,"120 - 9371 Hemlock Drive, Richmond",600000.0,For Sale,49.1674596,-123.1216107,1.0,1.0,12-Mar-25,Richmond,1.0,Fair price
929,"2305 - 3538 Sawmill Crescent, Vancouver",699900.0,For Sale,49.2056788,-123.0294639,4.0,4.0,12-Mar-25,Killarney,4+,Lower priced
930,"25 - 6238 192nd Street, Surrey",859900.0,For Sale,49.1161136,-122.6904837,4.0,3.0,12-Mar-25,Surrey,4+,Lower priced
931,"9319 Romaniuk Drive, Richmond",1749000.0,For Sale,49.1460073,-123.1571994,4.0,3.0,12-Mar-25,Richmond,4+,Fair price
932,"1543 Jefferson Avenue, West Vancouver",3988000.0,For Sale,49.3357074,-123.1580352,5.0,5.0,12-Mar-25,West Vancouver,4+,Fair price
933,"4586 176 Street, Surrey",22500000.0,For Sale,49.0845234,-122.7331948,4.0,2.0,12-Mar-25,Surrey,4+,Over priced
935,"106 - 168 Chadwick Court, North Vancouver",929000.0,For Sale,49.3111364,-123.0831631,2.0,2.0,12-Mar-25,North Vancouver,2.0,Fair price
936,"3 - 11511 Cambie Road, Richmond",1150000.0,For Sale,49.1847567,-123.0955491,3.0,3.0,12-Mar-25,Richmond,3.0,Fair price
937,"12 - 2880 4th Avenue, Vancouver",1150000.0,For Sale,49.2682237,-123.1699387,2.0,2.0,12-Mar-25,Kitsilano,2.0,Fair price
938,"109 - 733 3rd Street, North Vancouver",1599000.0,For Sale,49.308291,-123.0587404,3.0,3.0,12-Mar-25,North Vancouver,3.0,Fair price
939,"16 - 15188 62a Avenue, Surrey",1119900.0,For Sale,49.1158982,-122.802851,3.0,3.0,12-Mar-25,Surrey,3.0,Fair price
940,"405 - 1355 Bellevue Avenue, West Vancouver",7000000.0,For Sale,49.3273908,-123.1534935,2.0,3.0,12-Mar-25,West Vancouver,2.0,Over priced
941,"401 - 8988 Hudson Street, Vancouver",499000.0,For Sale,49.2035824,-123.1344003,1.0,1.0,12-Mar-25,Marpole,1.0,Lower priced
942,"55 - 14058 61 Avenue, Surrey",999800.0,For Sale,49.1135909,-122.8320786,4.0,4.0,12-Mar-25,Surrey,4+,Lower priced
943,"241 - 1840 160 Street, Surrey",439500.0,For Sale,49.0368965,-122.7766256,3.0,2.0,12-Mar-25,Surrey,3.0,Lower priced
944,"12952 60 Avenue, Surrey",1397770.0,For Sale,49.1116831,-122.8636206,5.0,5.0,12-Mar-25,Surrey,4+,Fair price
945,"8481 11th Avenue, Burnaby",3249000.0,For Sale,49.227972,-122.9139206,8.0,9.0,12-Mar-25,Burnaby,4+,Over priced
947,"1606 - 5629 Birney Avenue, Vancouver",1480000.0,For Sale,49.254738,-123.2310818,2.0,2.0,12-Mar-25,others,2.0,Over priced
948,"1003 - 999 Seymour Street, Vancouver",839000.0,For Sale,49.2789705,-123.1221417,2.0,1.0,12-Mar-25,Downtown,2.0,Fair price
949,"310 - 516 Foster Avenue, Coquitlam",645000.0,For Sale,49.2564441,-122.891323,1.0,1.0,12-Mar-25,Coquitlam,1.0,Fair price
950,"3006 - 2955 Atlantic Avenue, Coquitlam",769000.0,For Sale,49.28217,-122.79825,2.0,2.0,12-Mar-25,Coquitlam,2.0,Fair price
951,"309 - 12110 80 Avenue, Surrey",514900.0,For Sale,49.148236,-122.8873813,2.0,2.0,12-Mar-25,Surrey,2.0,Lower priced
952,"4372 Greta Street, Burnaby",2548000.0,For Sale,49.2190857,-123.0062554,5.0,3.0,12-Mar-25,Burnaby,4+,Fair price
953,"842 5th Street, North Vancouver",2190000.0,For Sale,49.3106671,-123.0525113,2.0,2.0,12-Mar-25,North Vancouver,2.0,Over priced
954,"7463 Todd Crescent, Surrey",1399999.0,For Sale,49.138147,-122.8330347,5.0,3.0,12-Mar-25,Surrey,4+,Fair price
955,"342 Keith Road, North Vancouver",2899900.0,For Sale,49.3139374,-123.0657363,4.0,5.0,12-Mar-25,North Vancouver,4+,Over priced
956,"1089 59th Avenue, Vancouver",2249900.0,For Sale,49.2173887,-123.1304789,7.0,4.0,12-Mar-25,Marpole,4+,Fair price
958,"3009 156 Street, Surrey",849888.0,For Sale,49.0567788,-122.7904765,3.0,3.0,12-Mar-25,Surrey,3.0,Fair price
959,"309 - 9232 University Crescent, Burnaby",459900.0,For Sale,49.2797799,-122.9050696,1.0,0.0,12-Mar-25,Burnaby,1.0,Lower priced
960,"2503 - 2311 Beta Avenue, Burnaby",799800.0,For Sale,49.2632359,-122.9989634,2.0,2.0,12-Mar-25,Burnaby,2.0,Fair price
961,"124 - 9456 134 Street, Surrey",619900.0,For Sale,49.174488,-122.8509855,3.0,3.0,12-Mar-25,Surrey,3.0,Lower priced
962,"5869 Granville Street, Vancouver",5246640.0,For Sale,49.2328287,-123.1401938,4.0,4.0,12-Mar-25,Kerrisdale,4+,Over priced
963,"385 Stevens Drive, West Vancouver",2996000.0,For Sale,49.3452742,-123.1249463,4.0,3.0,12-Mar-25,West Vancouver,4+,Lower priced
964,"4711 Gothard Street, Vancouver",1598000.0,For Sale,49.2425284,-123.0535266,8.0,3.0,12-Mar-25,Renfrew-Collingwood,4+,Lower priced
965,"6580 Williams Road, Richmond",2280000.0,For Sale,49.1407496,-123.1503836,3.0,2.0,12-Mar-25,Richmond,3.0,Over priced
966,"13365 57 Avenue, Surrey",2699800.0,For Sale,49.1068279,-122.8522893,7.0,7.0,12-Mar-25,Surrey,4+,Over priced
967,"12966 61b Avenue, Surrey",1459000.0,For Sale,49.1139291,-122.8632679,3.0,3.0,12-Mar-25,Surrey,3.0,Over priced
968,"2936 Waterford Place, Coquitlam",2239000.0,For Sale,49.2976991,-122.7909876,7.0,4.0,12-Mar-25,Coquitlam,4+,Fair price
969,"112 - 9288 Odlin Road, Richmond",585000.0,For Sale,49.1815009,-123.1215442,2.0,1.0,12-Mar-25,Richmond,2.0,Lower priced
970,"202 - 908 Keith Road, West Vancouver",2368000.0,For Sale,49.3295451,-123.1397133,1.0,1.0,12-Mar-25,West Vancouver,1.0,Over priced
971,"104 - 9288 University Crescent, Burnaby",438800.0,For Sale,49.278499,-122.9037656,3.0,3.0,12-Mar-25,Burnaby,3.0,Lower priced
972,"1006 - 602 Como Lake Avenue, Coquitlam",549000.0,For Sale,49.26282,-122.88707,3.0,2.0,12-Mar-25,Coquitlam,3.0,Lower priced
973,"57 - 14955 60 Avenue, Surrey",819900.0,For Sale,49.1119778,-122.8076147,3.0,2.0,12-Mar-25,Surrey,3.0,Fair price
974,"222 - 8060 Jones Road, Richmond",599900.0,For Sale,49.156958,-123.1361344,3.0,2.0,12-Mar-25,Richmond,3.0,Lower priced
975,"21 - 6488 168 Street, Surrey",999999.0,For Sale,49.1202745,-122.7561929,4.0,4.0,12-Mar-25,Surrey,4+,Lower priced
976,"1202 Pinewood Crescent, North Vancouver",1399000.0,For Sale,49.3189237,-123.1089126,3.0,1.0,12-Mar-25,others,3.0,Fair price
977,"6583 Claytonhill Place, Surrey",1999900.0,For Sale,49.1221932,-122.7140412,4.0,3.0,12-Mar-25,Surrey,4+,Fair price
978,"8083 168a Street, Surrey",1899000.0,For Sale,49.1497292,-122.7550893,8.0,5.0,12-Mar-25,Surrey,4+,Fair price
979,"14271 88 Avenue, Surrey",1779900.0,For Sale,49.163118,-122.8272303,2.0,1.0,12-Mar-25,Surrey,2.0,Over priced
981,"6253 148 Street, Surrey",1599888.0,For Sale,49.1160341,-122.8124691,3.0,3.0,12-Mar-25,Surrey,3.0,Over priced
982,"603 - 2288 Alpha Avenue, Burnaby",735000.0,For Sale,49.2636177,-122.9998676,2.0,2.0,12-Mar-25,Burnaby,2.0,Lower priced
983,"327 - 12633 No. 2 Road, Richmond",819900.0,For Sale,49.1204303,-123.1590453,2.0,2.0,12-Mar-25,Richmond,2.0,Fair price
984,"2002 - 7088 Salisbury Avenue, Burnaby",915000.0,For Sale,49.2196721,-122.9572118,1.0,2.0,12-Mar-25,Burnaby,1.0,Over priced
985,"2763 Duke Street, Vancouver",1639000.0,For Sale,49.2388877,-123.048883,4.0,4.0,12-Mar-25,Renfrew-Collingwood,4+,Lower priced
986,"3301 - 1008 Cambie Street, Vancouver",1998800.0,For Sale,49.2757498,-123.1179298,2.0,2.0,12-Mar-25,Downtown,2.0,Over priced
987,"2 - 14450 68 Avenue, Surrey",849000.0,For Sale,49.125502,-122.8223967,3.0,3.0,12-Mar-25,Surrey,3.0,Fair price
988,"17 - 14555 68 Avenue, Surrey",870000.0,For Sale,49.1267106,-122.8198776,3.0,2.0,12-Mar-25,Surrey,3.0,Fair price
989,"10600 Holly Park Lane, Surrey",589777.0,For Sale,49.1953748,-122.8101112,2.0,1.0,12-Mar-25,Surrey,2.0,Lower priced
991,"1889 Bluff Way, Coquitlam",1219000.0,For Sale,49.2898552,-122.7658023,7.0,7.0,12-Mar-25,Coquitlam,4+,Lower priced
992,"18172 Claytonwood Crescent, Surrey",1549000.0,For Sale,49.1203839,-122.7200554,3.0,2.0,12-Mar-25,Surrey,3.0,Over priced
993,"4 - 7131 Garden City Road, Richmond",850000.0,For Sale,49.1619739,-123.1258885,4.0,2.0,12-Mar-25,Richmond,4+,Lower priced
994,"1606 - 1308 Hornby Street, Vancouver",828000.0,For Sale,49.277171,-123.1298476,1.0,1.0,12-Mar-25,Downtown,1.0,Over priced
995,"1 - 1722 6th Avenue, Vancouver",279900.0,For Sale,49.2648735,-123.0687451,3.0,4.0,12-Mar-25,Grandview-Woodland,3.0,Lower priced
996,"501 - 2855 156 Street, Surrey",539000.0,For Sale,49.0540425,-122.7913699,1.0,1.0,12-Mar-25,Surrey,1.0,Fair price
997,"14 - 15020 27a Avenue, Surrey",1249000.0,For Sale,49.0516603,-122.8062922,2.0,2.0,12-Mar-25,Surrey,2.0,Over priced
998,"1109 - 6537 Telford Avenue, Burnaby",649900.0,For Sale,49.2241721,-123.0051633,2.0,2.0,12-Mar-25,Burnaby,2.0,Lower priced
999,"1726 143b Street, Surrey",1680000.0,For Sale,49.0334604,-122.8242642,4.0,3.0,12-Mar-25,Surrey,4+,Fair price
1000,"15487 111a Avenue, Surrey",1648000.0,For Sale,49.2054287,-122.7930942,4.0,4.0,12-Mar-25,Surrey,4+,Fair price
1002,"101 - 6463 Silver Avenue, Burnaby",999800.0,For Sale,49.2249094,-123.006894,2.0,1.0,12-Mar-25,Burnaby,2.0,Over priced
1003,"9 - 5071 Steveston Highway, Richmond",1680000.0,For Sale,49.1339383,-123.1688171,4.0,3.0,12-Mar-25,Richmond,4+,Fair price
1004,"201 - 3594 Malsum Drive, North Vancouver",749900.0,For Sale,49.3108039,-122.9716801,2.0,2.0,12-Mar-25,others,2.0,Lower priced
1005,"7531 Mary Avenue, Burnaby",2099000.0,For Sale,49.2188698,-122.9415921,6.0,4.0,12-Mar-25,Burnaby,4+,Fair price
1006,"7079 178 Street, Surrey",1649900.0,For Sale,49.1313077,-122.7281122,5.0,4.0,12-Mar-25,Surrey,4+,Fair price
1007,"2933 Capilano Road, North Vancouver",869000.0,For Sale,49.3371673,-123.1158056,2.0,2.0,12-Mar-25,others,2.0,Fair price
1008,"702 - 2375 Emery Court, North Vancouver",1599800.0,For Sale,49.3304948,-123.0401569,3.0,3.0,12-Mar-25,others,3.0,Fair price
1009,"2907 - 3102 Windsor Gate, Coquitlam",888000.0,For Sale,49.2793649,-122.7851507,2.0,2.0,12-Mar-25,Coquitlam,2.0,Fair price
1010,"2302 - 1199 Seymour Street, Vancouver",699000.0,For Sale,49.2768746,-123.1252014,1.0,1.0,12-Mar-25,Downtown,1.0,Fair price
1011,"29 - 2672 151 Street, Surrey",1080000.0,For Sale,49.0504165,-122.8036294,1.0,1.0,12-Mar-25,Surrey,1.0,Over priced
1012,"30 - 8888 151 Street, Surrey",888000.0,For Sale,49.1636379,-122.803876,3.0,3.0,12-Mar-25,Surrey,3.0,Fair price
1013,"7774 141b Street, Surrey",1499900.0,For Sale,49.1441334,-122.8292566,7.0,4.0,12-Mar-25,Surrey,4+,Fair price
1014,"2308 - 13615 Fraser Highway, Surrey",494900.0,For Sale,49.1808221,-122.844843,1.0,1.0,12-Mar-25,Surrey,1.0,Fair price
1015,"157 - 16433 19 Avenue, Surrey",824900.0,For Sale,49.0365304,-122.7669482,2.0,3.0,12-Mar-25,Surrey,2.0,Over priced
1016,"9316 125 Street, Surrey",2399800.0,For Sale,49.1722231,-122.875982,8.0,9.0,12-Mar-25,Surrey,4+,Over priced
1017,"401 - 1235 Broadway , Vancouver",1298000.0,For Sale,49.2637058,-123.1321454,3.0,1.0,12-Mar-25,Fairview,3.0,Fair price
1018,"3466 Rosemary Heights Crescent, Surrey",1899000.0,For Sale,49.0648207,-122.7980313,5.0,4.0,12-Mar-25,Surrey,4+,Fair price
1019,"3073 3rd Avenue, Vancouver",3488000.0,For Sale,49.2695376,-123.1728833,3.0,3.0,12-Mar-25,Kitsilano,3.0,Over priced
1020,"12980 74 Avenue, Surrey",1099000.0,For Sale,49.1371843,-122.8629188,9.0,8.0,12-Mar-25,Surrey,4+,Lower priced
1021,"14506 72a Avenue, Surrey",1899000.0,For Sale,49.13456,-122.8206,6.0,5.0,12-Mar-25,Surrey,4+,Fair price
1022,"1601 - 3438 Vanness Avenue, Vancouver",519900.0,For Sale,49.2379906,-123.0316136,1.0,1.0,12-Mar-25,Renfrew-Collingwood,1.0,Lower priced
1023,"2279 Leclair Drive, Coquitlam",2299000.0,For Sale,49.2427312,-122.8283246,6.0,4.0,12-Mar-25,Coquitlam,4+,Over priced
1024,"2602 - 1331 Alberni Street , Vancouver",968000.0,For Sale,49.2882466,-123.1276892,1.0,1.0,12-Mar-25,West End,1.0,Over priced
1026,"156 - 2228 162 Street, Surrey",989900.0,For Sale,49.0421867,-122.7730074,1.0,1.0,12-Mar-25,Surrey,1.0,Over priced
1027,"2586 23 Avenue, Vancouver",2200000.0,For Sale,49.2495257,-123.0526739,1.0,1.0,12-Mar-25,Renfrew-Collingwood,1.0,Over priced
1028,"TH21 - 550 Taylor Street, Vancouver",899000.0,For Sale,49.27996,-123.1057286,2.0,2.0,12-Mar-25,Downtown,2.0,Fair price
1029,"1602 - 3331 Brown Road, Richmond",699800.0,For Sale,49.1862002,-123.1298776,2.0,1.0,12-Mar-25,Richmond,2.0,Fair price
1030,"502 - 4168 Lougheed Highway, Burnaby",1189900.0,For Sale,49.2660541,-123.0118677,4.0,4.0,12-Mar-25,Burnaby,4+,Lower priced
1031,"801 - 2085 Skyline Court, Burnaby",698000.0,For Sale,49.265196,-123.0049648,2.0,2.0,11-Mar-25,Burnaby,2.0,Lower priced
1032,"1002 - 2055 Pendrell Street, Vancouver",768000.0,For Sale,49.2906112,-123.144247,1.0,1.0,11-Mar-25,West End,1.0,Fair price
1033,"318 - 599 Dansey Avenue, Coquitlam",499800.0,For Sale,49.2474165,-122.8870444,5.0,3.0,11-Mar-25,Coquitlam,4+,Lower priced
1034,"203 - 7683 Park Crescent, Burnaby",882900.0,For Sale,49.2097159,-122.9495044,2.0,2.0,11-Mar-25,Burnaby,2.0,Fair price
1035,"SL 6 - 720 Robinson Street, Coquitlam",1420000.0,For Sale,49.2614176,-122.8802032,3.0,0.0,11-Mar-25,Coquitlam,3.0,Over priced
1040,"602 - 180 2nd Avenue, Vancouver",999900.0,For Sale,49.2690663,-123.1088002,2.0,2.0,11-Mar-25,Mount Pleasant,2.0,Fair price
1042,"3902 - 1011 Cordova Street, Vancouver",3750000.0,For Sale,49.2878997,-123.1166553,2.0,3.0,11-Mar-25,Downtown,2.0,Over priced
1043,"306 - 2636 Hastings Street, Vancouver",599999.0,For Sale,49.2810083,-123.0510572,1.0,1.0,11-Mar-25,Hastings-Sunrise,1.0,Fair price
1044,"2902 - 977 Mainland Street, Vancouver",699900.0,For Sale,49.2773752,-123.118231,3.0,4.0,11-Mar-25,Downtown,3.0,Fair price
