Date,Area,Benchmark,Price Index,1 Month +/-,6 Month +/-,1 Year +/-,3 Year +/-,5 Year +/-
2016-03,Vancouver West,Detached,,,,,,
2016-03,Vancouver West,"$3,365,100",350.6,3.2,16.6,31.0,62.0,67.3
2016-03,Vancouver West,Townhouse,,,,,,
2016-03,Vancouver West,"$968,000",228.4,5.0,16.1,20.2,35.1,38.4
2016-03,Vancouver West,Apartment,,,,,,
2016-03,Vancouver West,"$585,100",226.2,2.0,14.8,22.7,36.4,35.0
2016-04,Vancouver West,Residential - All Types,,,,,,
2016-04,Vancouver West,"$1,360,000",322.6,3.1,17.6,28.8,54.7,57.4
2016-04,Vancouver West,Detached,,,,,,
2016-04,Vancouver West,"$3,457,200",360.2,2.7,17.9,32.8,63.8,64.9
2016-04,Vancouver West,Townhouse,,,,,,
2016-04,Vancouver West,"$1,024,400",241.7,5.8,16.7,27.2,45.4,44.4
2016-04,Vancouver West,Apartment,,,,,,
2016-04,Vancouver West,"$604,900",233.8,3.4,18.4,25.0,41.4,39.7
2016-05,Vancouver West,Residential - All Types,,,,,,
2016-05,Vancouver West,"$1,387,600",329.1,2.0,18.6,27.5,57.2,57.5
2016-05,Vancouver West,Detached,,,,,,
2016-05,Vancouver West,"$3,542,800",369.2,2.5,19.9,31.5,69.7,65.8
2016-05,Vancouver West,Townhouse,,,,,,
2016-05,Vancouver West,"$1,076,000",253.8,5.0,21.3,29.9,48.8,53.8
2016-05,Vancouver West,Apartment,,,,,,
2016-05,Vancouver West,"$619,800",239.6,2.5,19.1,26.3,43.6,41.2
2016-06,Vancouver West,Residential - All Types,,,,,,
2016-06,Vancouver West,"$1,416,600",336.0,2.1,19.7,28.2,60.0,58.5
2016-06,Vancouver West,Detached,,,,,,
2016-06,Vancouver West,"$3,617,400",376.9,2.1,21.2,31.8,72.6,65.7
2016-06,Vancouver West,Townhouse,,,,,,
2016-06,Vancouver West,"$1,107,100",261.2,2.9,23.1,32.2,53.6,57.9
2016-06,Vancouver West,Apartment,,,,,,
2016-06,Vancouver West,"$633,400",244.8,2.2,20.2,28.2,46.1,45.0
2016-07,Vancouver West,Residential - All Types,,,,,,
2016-07,Vancouver West,"$1,426,500",338.4,0.7,16.4,27.5,59.3,57.8
2016-07,Vancouver West,Detached,,,,,,
2016-07,Vancouver West,"$3,689,900",384.5,2.0,19.3,31.2,74.0,66.0
2016-07,Vancouver West,Townhouse,,,,,,
2016-07,Vancouver West,"$1,095,800",258.5,-1.0,21.6,31.6,51.3,56.0
2016-07,Vancouver West,Apartment,,,,,,
2016-07,Vancouver West,"$636,600",246.1,0.5,16.8,28.8,45.5,46.5
2016-08,Vancouver West,Residential - All Types,,,,,,
2016-08,Vancouver West,"$1,393,900",330.6,-2.3,8.2,22.8,55.4,51.7
2016-08,Vancouver West,Detached,,,,,,
2016-08,Vancouver West,"$3,633,500",378.6,-1.5,11.4,26.8,70.6,60.4
2016-08,Vancouver West,Townhouse,,,,,,
2016-08,Vancouver West,"$1,100,100",259.5,0.4,19.3,33.4,54.1,50.1
2016-08,Vancouver West,Apartment,,,,,,
2016-08,Vancouver West,"$617,900",238.8,-3.0,7.7,22.8,40.9,43.0
2016-09,Vancouver West,Residential - All Types,,,,,,
2016-09,Vancouver West,"$1,378,500",327.0,-1.1,4.5,20.8,53.0,51.6
2016-09,Vancouver West,Detached,,,,,,
2016-09,Vancouver West,"$3,584,000",373.5,-1.3,6.5,24.3,68.6,59.8
2016-09,Vancouver West,Townhouse,,,,,,
2016-09,Vancouver West,"$1,068,000",251.9,-2.9,10.3,28.0,47.1,49.0
2016-09,Vancouver West,Apartment,,,,,,
2016-09,Vancouver West,"$627,800",242.7,1.6,7.3,23.2,41.2,46.7
2016-10,Vancouver West,Residential - All Types,,,,,,
2016-10,Vancouver West,"$1,334,700",316.6,-3.2,-1.9,15.4,47.5,47.7
2016-10,Vancouver West,Detached,,,,,,
2016-10,Vancouver West,"$3,480,900",362.7,-2.9,0.7,18.7,60.1,57.1
2016-10,Vancouver West,Townhouse,,,,,,
2016-10,Vancouver West,"$1,053,100",248.4,-1.4,2.8,19.9,43.2,43.7
2016-10,Vancouver West,Apartment,,,,,,
2016-10,Vancouver West,"$614,000",237.3,-2.2,1.5,20.2,42.8,43.5
2016-11,Vancouver West,Residential - All Types,,,,,,
2016-11,Vancouver West,"$1,319,400",313.0,-1.1,-4.9,12.8,44.5,45.6
2016-11,Vancouver West,Detached,,,,,,
2016-11,Vancouver West,"$3,408,800",355.2,-2.1,-3.8,15.4,56.1,53.7
2016-11,Vancouver West,Townhouse,,,,,,
2016-11,Vancouver West,"$1,059,200",249.9,0.6,-1.5,19.5,44.0,44.1
2016-11,Vancouver West,Apartment,,,,,,
2016-11,Vancouver West,"$625,900",241.9,1.9,1.0,20.3,42.9,44.8
2016-12,Vancouver West,Residential - All Types,,,,,,
2016-12,Vancouver West,"$1,312,400",311.3,-0.5,-7.4,10.9,43.6,46.3
2016-12,Vancouver West,Detached,,,,,,
2016-12,Vancouver West,"$3,385,300",352.7,-0.7,-6.4,13.4,53.9,53.8
2016-12,Vancouver West,Townhouse,,,,,,
2016-12,Vancouver West,"$1,080,600",254.9,2.0,-2.4,20.2,48.5,48.9
2016-12,Vancouver West,Apartment,,,,,,
2016-12,Vancouver West,"$627,400",242.5,0.2,-0.9,19.0,44.9,46.8
2017-01,Vancouver West,Residential - All Types,,,,,,
2017-01,Vancouver West,"$1,324,600",314.2,0.9,-7.2,8.0,42.0,45.6
2017-01,Vancouver West,Detached,,,,,,
2017-01,Vancouver West,"$3,394,800",353.7,0.3,-8.0,9.7,51.6,52.7
2017-01,Vancouver West,Townhouse,,,,,,
2017-01,Vancouver West,"$1,126,700",265.8,4.3,2.8,25.0,57.6,54.2
2017-01,Vancouver West,Apartment,,,,,,
2017-01,Vancouver West,"$644,500",249.1,2.7,1.2,18.2,44.5,47.6
2017-02,Vancouver West,Residential - All Types,,,,,,
2017-02,Vancouver West,"$1,340,700",318.0,1.2,-3.8,4.1,43.0,43.0
2017-02,Vancouver West,Detached,,,,,,
2017-02,Vancouver West,"$3,464,100",361.0,2.1,-4.6,6.2,53.9,48.9
2017-02,Vancouver West,Townhouse,,,,,,
2017-02,Vancouver West,"$1,129,700",266.5,0.3,2.7,22.5,56.9,53.3
2017-02,Vancouver West,Apartment,,,,,,
2017-02,Vancouver West,"$658,600",254.6,2.2,6.6,14.8,46.5,50.8
2017-03,Vancouver West,Residential - All Types,,,,,,
2017-03,Vancouver West,"$1,363,400",323.4,1.7,-1.1,3.3,44.1,45.5
2017-03,Vancouver West,Detached,,,,,,
2017-03,Vancouver West,"$3,509,700",365.7,1.3,-2.1,4.3,53.3,51.5
2017-03,Vancouver West,Townhouse,,,,,,
2017-03,Vancouver West,"$1,151,600",271.7,2.0,7.9,19.0,57.1,52.0
2017-03,Vancouver West,Apartment,,,,,,
2017-03,Vancouver West,"$681,400",263.4,3.5,8.5,16.4,50.7,55.4
2017-04,Vancouver West,Residential - All Types,,,,,,
2017-04,Vancouver West,"$1,390,400",329.8,2.0,4.2,2.2,46.8,49.2
2017-04,Vancouver West,Detached,,,,,,
2017-04,Vancouver West,"$3,554,300",370.4,1.3,2.1,2.8,55.0,54.7
2017-04,Vancouver West,Townhouse,,,,,,
2017-04,Vancouver West,"$1,184,000",279.3,2.8,12.4,15.6,58.3,56.1
2017-04,Vancouver West,Apartment,,,,,,
2017-04,Vancouver West,"$709,500",274.3,4.1,15.6,17.3,57.4,61.2
2017-05,Vancouver West,Residential - All Types,,,,,,
2017-05,Vancouver West,"$1,415,400",335.7,1.8,7.3,2.0,48.1,55.2
2017-05,Vancouver West,Detached,,,,,,
2017-05,Vancouver West,"$3,624,800",377.7,2.0,6.3,2.3,57.3,62.3
2017-05,Vancouver West,Townhouse,,,,,,
2017-05,Vancouver West,"$1,204,800",284.2,1.8,13.7,12.0,57.6,59.3
2017-05,Vancouver West,Apartment,,,,,,
2017-05,Vancouver West,"$727,400",281.2,2.5,16.2,17.4,58.1,65.7
2017-06,Vancouver West,Residential - All Types,,,,,,
2017-06,Vancouver West,"$1,426,700",338.4,0.8,8.7,0.7,50.4,58.0
2017-06,Vancouver West,Detached,,,,,,
2017-06,Vancouver West,"$3,650,900",380.4,0.7,7.9,0.9,58.4,65.8
2017-06,Vancouver West,Townhouse,,,,,,
2017-06,Vancouver West,"$1,218,600",287.5,1.2,12.8,10.1,56.3,62.2
2017-06,Vancouver West,Apartment,,,,,,
2017-06,Vancouver West,"$742,000",286.8,2.0,18.3,17.2,64.3,69.2
2017-07,Vancouver West,Residential - All Types,,,,,,
2017-07,Vancouver West,"$1,422,900",337.5,-0.3,7.4,-0.3,49.3,61.2
2017-07,Vancouver West,Detached,,,,,,
2017-07,Vancouver West,"$3,674,300",382.9,0.7,8.3,-0.4,57.6,70.5
2017-07,Vancouver West,Townhouse,,,,,,
2017-07,Vancouver West,"$1,238,400",292.1,1.6,9.9,13.0,57.2,69.3
2017-07,Vancouver West,Apartment,,,,,,
2017-07,Vancouver West,"$740,100",286.1,-0.2,14.9,16.3,65.6,73.0
2017-08,Vancouver West,Residential - All Types,,,,,,
2017-08,Vancouver West,"$1,405,800",333.4,-1.2,4.8,0.8,48.5,61.1
2017-08,Vancouver West,Detached,,,,,,
2017-08,Vancouver West,"$3,596,500",374.8,-2.1,3.8,-1.0,56.2,69.2
2017-08,Vancouver West,Townhouse,,,,,,
2017-08,Vancouver West,"$1,248,200",294.5,0.8,10.5,13.5,60.4,76.6
2017-08,Vancouver West,Apartment,,,,,,
2017-08,Vancouver West,"$751,800",290.6,1.6,14.1,21.7,66.6,76.2
2017-09,Vancouver West,Residential - All Types,,,,,,
2017-09,Vancouver West,"$1,389,400",329.6,-1.1,1.9,0.8,45.5,59.4
2017-09,Vancouver West,Detached,,,,,,
2017-09,Vancouver West,"$3,556,700",370.6,-1.1,1.3,-0.8,53.1,68.0
2017-09,Vancouver West,Townhouse,,,,,,
2017-09,Vancouver West,"$1,221,900",288.3,-2.1,6.1,14.5,57.6,75.8
2017-09,Vancouver West,Apartment,,,,,,
2017-09,Vancouver West,"$750,600",290.1,-0.2,10.1,19.5,64.8,75.9
2017-10,Vancouver West,Residential - All Types,,,,,,
2017-10,Vancouver West,"$1,401,600",332.4,0.8,0.8,5.0,45.4,61.6
2017-10,Vancouver West,Detached,,,,,,
2017-10,Vancouver West,"$3,583,800",373.4,0.8,0.8,3.0,52.6,71.4
2017-10,Vancouver West,Townhouse,,,,,,
2017-10,Vancouver West,"$1,234,300",291.2,1.0,4.3,17.2,60.4,75.6
2017-10,Vancouver West,Apartment,,,,,,
2017-10,Vancouver West,"$767,600",296.7,2.3,8.2,25.0,68.0,80.3
2017-11,Vancouver West,Residential - All Types,,,,,,
2017-11,Vancouver West,"$1,381,000",327.6,-1.4,-2.4,4.7,41.3,59.6
2017-11,Vancouver West,Detached,,,,,,
2017-11,Vancouver West,"$3,516,700",366.4,-1.9,-3.0,3.2,47.9,68.3
2017-11,Vancouver West,Townhouse,,,,,,
2017-11,Vancouver West,"$1,242,400",293.1,0.7,3.1,17.3,61.8,75.5
2017-11,Vancouver West,Apartment,,,,,,
2017-11,Vancouver West,"$763,300",295.1,-0.5,4.9,22.0,64.1,81.4
2017-12,Vancouver West,Residential - All Types,,,,,,
2017-12,Vancouver West,"$1,376,700",326.5,-0.3,-3.5,4.9,39.8,60.0
2017-12,Vancouver West,Detached,,,,,,
2017-12,Vancouver West,"$3,503,500",365.1,-0.4,-4.0,3.5,44.9,70.7
2017-12,Vancouver West,Townhouse,,,,,,
2017-12,Vancouver West,"$1,229,400",290.0,-1.1,0.9,13.8,60.6,71.5
2017-12,Vancouver West,Apartment,,,,,,
2017-12,Vancouver West,"$768,700",297.1,0.7,3.6,22.5,67.7,81.7
2018-01,Vancouver West,Residential - All Types,,,,,,
2018-01,Vancouver West,"$1,377,200",326.7,0.1,-3.2,4.0,37.3,60.6
2018-01,Vancouver West,Detached,,,,,,
2018-01,Vancouver West,"$3,448,000",359.3,-1.6,-6.2,1.6,39.4,69.6
2018-01,Vancouver West,Townhouse,,,,,,
2018-01,Vancouver West,"$1,202,200",283.6,-2.2,-2.9,6.7,52.6,66.7
2018-01,Vancouver West,Apartment,,,,,,
2018-01,Vancouver West,"$796,200",307.8,3.6,7.6,23.6,72.5,88.3
2018-02,Vancouver West,Residential - All Types,,,,,,
2018-02,Vancouver West,"$1,363,400",323.4,-1.0,-3.0,1.7,33.9,55.7
2018-02,Vancouver West,Detached,,,,,,
2018-02,Vancouver West,"$3,411,700",355.5,-1.1,-5.1,-1.5,35.3,63.0
2018-02,Vancouver West,Townhouse,,,,,,
2018-02,Vancouver West,"$1,252,500",295.5,4.2,0.3,10.9,62.5,72.7
2018-02,Vancouver West,Apartment,,,,,,
2018-02,Vancouver West,"$793,000",306.5,-0.4,5.5,20.4,69.2,84.6
2018-03,Vancouver West,Residential - All Types,,,,,,
2018-03,Vancouver West,"$1,352,100",320.7,-0.8,-2.7,-0.8,29.9,55.2
2018-03,Vancouver West,Detached,,,,,,
2018-03,Vancouver West,"$3,344,400",348.5,-2.0,-6.0,-4.7,30.2,61.0
2018-03,Vancouver West,Townhouse,,,,,,
2018-03,Vancouver West,"$1,307,300",308.4,4.4,7.0,13.5,62.3,82.5
2018-03,Vancouver West,Apartment,,,,,,
2018-03,Vancouver West,"$804,700",311.1,1.5,7.2,18.1,68.8,87.6
2018-04,Vancouver West,Residential - All Types,,,,,,
2018-04,Vancouver West,"$1,324,200",314.1,-2.1,-5.5,-4.8,25.4,50.6
2018-04,Vancouver West,Detached,,,,,,
2018-04,Vancouver West,"$3,298,200",343.7,-1.4,-8.0,-7.2,26.7,56.3
2018-04,Vancouver West,Townhouse,,,,,,
2018-04,Vancouver West,"$1,292,600",304.9,-1.1,4.7,9.2,60.5,83.5
2018-04,Vancouver West,Apartment,,,,,,
2018-04,Vancouver West,"$794,300",307.0,-1.3,3.5,11.9,64.1,85.6
2018-05,Vancouver West,Residential - All Types,,,,,,
2018-05,Vancouver West,"$1,306,500",309.9,-1.3,-5.4,-7.7,20.1,48.1
2018-05,Vancouver West,Detached,,,,,,
2018-05,Vancouver West,"$3,242,100",337.8,-1.7,-7.8,-10.6,20.3,55.2
2018-05,Vancouver West,Townhouse,,,,,,
2018-05,Vancouver West,"$1,279,800",301.9,-1.0,3.0,6.2,54.5,77.0
2018-05,Vancouver West,Apartment,,,,,,
2018-05,Vancouver West,"$795,200",307.4,0.1,4.2,9.3,62.0,84.2
2018-06,Vancouver West,Residential - All Types,,,,,,
2018-06,Vancouver West,"$1,297,800",307.8,-0.7,-5.7,-9.0,17.4,46.6
2018-06,Vancouver West,Detached,,,,,,
2018-06,Vancouver West,"$3,243,600",338.0,0.1,-7.4,-11.1,18.2,54.8
2018-06,Vancouver West,Townhouse,,,,,,
2018-06,Vancouver West,"$1,265,200",298.5,-1.1,2.9,3.8,51.1,75.5
2018-06,Vancouver West,Apartment,,,,,,
2018-06,Vancouver West,"$792,100",306.2,-0.4,3.1,6.8,60.4,82.8
2018-07,Vancouver West,Residential - All Types,,,,,,
2018-07,Vancouver West,"$1,289,500",305.9,-0.6,-6.4,-9.4,15.2,44.0
2018-07,Vancouver West,Detached,,,,,,
2018-07,Vancouver West,"$3,204,500",333.9,-1.2,-7.1,-12.8,14.0,51.1
2018-07,Vancouver West,Townhouse,,,,,,
2018-07,Vancouver West,"$1,261,300",297.5,-0.3,4.9,1.8,51.4,74.2
2018-07,Vancouver West,Apartment,,,,,,
2018-07,Vancouver West,"$794,200",307.0,0.3,-0.3,7.3,60.6,81.5
2018-08,Vancouver West,Residential - All Types,,,,,,
2018-08,Vancouver West,"$1,275,200",302.5,-1.1,-6.5,-9.3,12.3,42.2
2018-08,Vancouver West,Detached,,,,,,
2018-08,Vancouver West,"$3,223,300",335.9,0.6,-5.5,-10.4,12.5,51.4
2018-08,Vancouver West,Townhouse,,,,,,
2018-08,Vancouver West,"$1,230,000",290.2,-2.5,-1.8,-1.5,49.1,72.3
2018-08,Vancouver West,Apartment,,,,,,
2018-08,Vancouver West,"$776,500",300.2,-2.2,-2.1,3.3,54.3,77.1
2018-09,Vancouver West,Residential - All Types,,,,,,
2018-09,Vancouver West,"$1,246,200",295.6,-2.3,-7.8,-10.3,9.2,38.3
2018-09,Vancouver West,Detached,,,,,,
2018-09,Vancouver West,"$3,105,800",323.6,-3.7,-7.1,-12.7,7.7,46.1
2018-09,Vancouver West,Townhouse,,,,,,
2018-09,Vancouver West,"$1,211,600",285.8,-1.5,-7.3,-0.9,45.2,66.9
2018-09,Vancouver West,Apartment,,,,,,
2018-09,Vancouver West,"$770,100",297.7,-0.8,-4.3,2.6,51.1,73.2
2018-10,Vancouver West,Residential - All Types,,,,,,
2018-10,Vancouver West,"$1,238,300",293.7,-0.6,-6.5,-11.6,7.0,36.8
2018-10,Vancouver West,Detached,,,,,,
2018-10,Vancouver West,"$3,115,600",324.6,0.3,-5.6,-13.1,6.3,43.3
2018-10,Vancouver West,Townhouse,,,,,,
2018-10,Vancouver West,"$1,213,600",286.3,0.2,-6.1,-1.7,38.2,65.0
2018-10,Vancouver West,Apartment,,,,,,
2018-10,Vancouver West,"$761,700",294.4,-1.1,-4.1,-0.8,49.1,77.1
2018-11,Vancouver West,Residential - All Types,,,,,,
2018-11,Vancouver West,"$1,210,500",287.1,-2.2,-7.4,-12.4,3.5,32.5
2018-11,Vancouver West,Detached,,,,,,
2018-11,Vancouver West,"$3,054,400",318.3,-1.9,-5.8,-13.1,3.4,39.9
2018-11,Vancouver West,Townhouse,,,,,,
2018-11,Vancouver West,"$1,230,500",290.3,1.4,-3.8,-1.0,38.8,67.2
2018-11,Vancouver West,Apartment,,,,,,
2018-11,Vancouver West,"$745,900",288.3,-2.1,-6.2,-2.3,43.4,70.3
2018-12,Vancouver West,Residential - All Types,,,,,,
2018-12,Vancouver West,"$1,196,500",283.8,-1.1,-7.8,-13.1,1.1,30.9
2018-12,Vancouver West,Detached,,,,,,
2018-12,Vancouver West,"$2,977,300",310.2,-2.5,-8.2,-15.0,-0.3,35.3
2018-12,Vancouver West,Townhouse,,,,,,
2018-12,Vancouver West,"$1,205,800",284.5,-2.0,-4.7,-1.9,34.1,65.8
2018-12,Vancouver West,Apartment,,,,,,
2018-12,Vancouver West,"$754,600",291.7,1.2,-4.7,-1.8,43.2,74.4
2019-01,Vancouver West,Residential - All Types,,,,,,
2019-01,Vancouver West,"$1,167,000",276.8,-2.5,-9.5,-15.3,-4.8,25.1
2019-01,Vancouver West,Detached,,,,,,
2019-01,Vancouver West,"$2,884,300",300.5,-3.1,-10.0,-16.4,-6.8,28.8
2019-01,Vancouver West,Townhouse,,,,,,
2019-01,Vancouver West,"$1,176,100",277.4,-2.5,-6.8,-2.2,30.5,64.4
2019-01,Vancouver West,Apartment,,,,,,
2019-01,Vancouver West,"$747,400",288.9,-1.0,-5.9,-6.1,37.1,67.6
2019-02,Vancouver West,Residential - All Types,,,,,,
2019-02,Vancouver West,"$1,160,200",275.2,-0.6,-9.0,-14.9,-9.9,23.8
2019-02,Vancouver West,Detached,,,,,,
2019-02,Vancouver West,"$2,911,800",303.4,1.0,-9.7,-14.7,-10.7,29.3
2019-02,Vancouver West,Townhouse,,,,,,
2019-02,Vancouver West,"$1,181,600",278.7,0.5,-4.0,-5.7,28.1,64.1
2019-02,Vancouver West,Apartment,,,,,,
2019-02,Vancouver West,"$742,000",286.8,-0.7,-4.5,-6.4,29.4,65.0
2019-03,Vancouver West,Residential - All Types,,,,,,
2019-03,Vancouver West,"$1,157,000",274.4,-0.3,-7.2,-14.4,-12.3,22.2
2019-03,Vancouver West,Detached,,,,,,
2019-03,Vancouver West,"$2,943,100",306.7,1.1,-5.2,-12.0,-12.5,28.6
2019-03,Vancouver West,Townhouse,,,,,,
2019-03,Vancouver West,"$1,143,300",269.7,-3.2,-5.6,-12.5,18.1,55.9
2019-03,Vancouver West,Apartment,,,,,,
2019-03,Vancouver West,"$738,300",285.4,-0.5,-4.1,-8.3,26.2,63.3
2019-04,Vancouver West,Residential - All Types,,,,,,
2019-04,Vancouver West,"$1,139,400",270.3,-1.5,-8.0,-13.9,-16.2,20.3
2019-04,Vancouver West,Detached,,,,,,
2019-04,Vancouver West,"$2,923,800",304.7,-0.7,-6.1,-11.3,-15.4,27.5
2019-04,Vancouver West,Townhouse,,,,,,
2019-04,Vancouver West,"$1,145,200",270.2,0.2,-5.6,-11.4,11.8,53.2
2019-04,Vancouver West,Apartment,,,,,,
2019-04,Vancouver West,"$728,400",281.6,-1.3,-4.3,-8.3,20.4,61.6
2019-05,Vancouver West,Residential - All Types,,,,,,
2019-05,Vancouver West,"$1,117,800",265.1,-1.9,-7.7,-14.5,-19.4,16.9
2019-05,Vancouver West,Detached,,,,,,
2019-05,Vancouver West,"$2,852,300",297.2,-2.5,-6.6,-12.0,-19.5,23.8
2019-05,Vancouver West,Townhouse,,,,,,
2019-05,Vancouver West,"$1,155,100",272.5,0.9,-6.1,-9.7,7.4,51.1
2019-05,Vancouver West,Apartment,,,,,,
2019-05,Vancouver West,"$720,900",278.7,-1.0,-3.3,-9.3,16.3,56.7
2019-06,Vancouver West,Residential - All Types,,,,,,
2019-06,Vancouver West,"$1,114,900",264.4,-0.3,-6.8,-14.1,-21.3,17.5
2019-06,Vancouver West,Detached,,,,,,
2019-06,Vancouver West,"$2,868,400",298.9,0.6,-3.6,-11.6,-20.7,24.4
2019-06,Vancouver West,Townhouse,,,,,,
2019-06,Vancouver West,"$1,169,700",275.9,1.2,-3.0,-7.6,5.6,50.0
2019-06,Vancouver West,Apartment,,,,,,
2019-06,Vancouver West,"$716,200",276.8,-0.7,-5.1,-9.6,13.1,58.5
2019-07,Vancouver West,Residential - All Types,,,,,,
2019-07,Vancouver West,"$1,105,400",262.2,-0.8,-5.3,-14.3,-22.5,16.0
2019-07,Vancouver West,Detached,,,,,,
2019-07,Vancouver West,"$2,820,300",293.9,-1.7,-2.2,-12.0,-23.6,20.9
2019-07,Vancouver West,Townhouse,,,,,,
2019-07,Vancouver West,"$1,164,700",274.8,-0.4,-0.9,-7.6,6.3,47.9
2019-07,Vancouver West,Apartment,,,,,,
2019-07,Vancouver West,"$715,100",276.4,-0.1,-4.3,-10.0,12.3,60.0
2019-08,Vancouver West,Residential - All Types,,,,,,
2019-08,Vancouver West,"$1,117,600",265.1,1.1,-3.7,-12.4,-19.8,18.1
2019-08,Vancouver West,Detached,,,,,,
2019-08,Vancouver West,"$2,855,300",297.5,1.2,-1.9,-11.4,-21.4,24.0
2019-08,Vancouver West,Townhouse,,,,,,
2019-08,Vancouver West,"$1,175,900",277.4,0.9,-0.5,-4.4,6.9,51.1
2019-08,Vancouver West,Apartment,,,,,,
2019-08,Vancouver West,"$724,700",280.1,1.3,-2.3,-6.7,17.3,60.6
2019-09,Vancouver West,Residential - All Types,,,,,,
2019-09,Vancouver West,"$1,116,100",264.7,-0.2,-3.5,-10.5,-19.1,16.8
2019-09,Vancouver West,Detached,,,,,,
2019-09,Vancouver West,"$2,836,300",295.5,-0.7,-3.7,-8.7,-20.9,22.1
2019-09,Vancouver West,Townhouse,,,,,,
2019-09,Vancouver West,"$1,145,300",270.2,-2.6,0.2,-5.5,7.3,47.7
2019-09,Vancouver West,Apartment,,,,,,
2019-09,Vancouver West,"$726,900",281.0,0.3,-1.5,-5.6,15.8,59.7
2019-10,Vancouver West,Residential - All Types,,,,,,
2019-10,Vancouver West,"$1,121,200",265.9,0.5,-1.6,-9.5,-16.0,16.3
2019-10,Vancouver West,Detached,,,,,,
2019-10,Vancouver West,"$2,900,300",302.2,2.3,-0.8,-6.9,-16.7,23.5
2019-10,Vancouver West,Townhouse,,,,,,
2019-10,Vancouver West,"$1,145,200",270.2,0.0,0.0,-5.6,8.8,48.9
2019-10,Vancouver West,Apartment,,,,,,
2019-10,Vancouver West,"$721,200",278.8,-0.8,-1.0,-5.3,17.5,57.9
2019-11,Vancouver West,Residential - All Types,,,,,,
2019-11,Vancouver West,"$1,126,300",267.1,0.5,0.8,-7.0,-14.7,15.2
2019-11,Vancouver West,Detached,,,,,,
2019-11,Vancouver West,"$2,855,400",297.5,-1.6,0.1,-6.5,-16.2,20.1
2019-11,Vancouver West,Townhouse,,,,,,
2019-11,Vancouver West,"$1,170,800",276.2,2.2,1.4,-4.9,10.5,52.5
2019-11,Vancouver West,Apartment,,,,,,
2019-11,Vancouver West,"$736,800",284.8,2.2,2.2,-1.2,17.7,58.4
2019-12,Vancouver West,Residential - All Types,,,,,,
2019-12,Vancouver West,"$1,128,700",267.7,0.2,1.2,-5.7,-14.0,14.6
2019-12,Vancouver West,Detached,,,,,,
2019-12,Vancouver West,"$2,848,800",296.8,-0.2,-0.7,-4.3,-15.8,17.8
2019-12,Vancouver West,Townhouse,,,,,,
2019-12,Vancouver West,"$1,187,900",280.2,1.4,1.6,-1.5,9.9,55.1
2019-12,Vancouver West,Apartment,,,,,,
2019-12,Vancouver West,"$740,200",286.1,0.5,3.4,-1.9,18.0,61.5
2020-01,Vancouver West,Residential - All Types,,,,,,
2020-01,Vancouver West,"$1,150,900",273.0,2.0,4.1,-1.4,-13.1,14.7
2020-01,Vancouver West,Detached,,,,,,
2020-01,Vancouver West,"$2,918,600",304.1,2.5,3.5,1.2,-14.0,18.0
2020-01,Vancouver West,Townhouse,,,,,,
2020-01,Vancouver West,"$1,203,600",283.9,1.3,3.3,2.3,6.8,52.8
2020-01,Vancouver West,Apartment,,,,,,
2020-01,Vancouver West,"$754,200",291.5,1.9,5.5,0.9,17.0,63.4
2020-02,Vancouver West,Residential - All Types,,,,,,
2020-02,Vancouver West,"$1,168,600",277.2,1.5,4.6,0.7,-12.8,14.7
2020-02,Vancouver West,Detached,,,,,,
2020-02,Vancouver West,"$2,937,700",306.1,0.7,2.9,0.9,-15.2,16.5
2020-02,Vancouver West,Townhouse,,,,,,
2020-02,Vancouver West,"$1,199,800",283.0,-0.3,2.0,1.5,6.2,55.6
2020-02,Vancouver West,Apartment,,,,,,
2020-02,Vancouver West,"$774,500",299.4,2.7,6.9,4.4,17.6,65.2
2020-03,Vancouver West,Residential - All Types,,,,,,
2020-03,Vancouver West,"$1,167,100",276.8,-0.1,4.6,0.9,-14.4,12.2
2020-03,Vancouver West,Detached,,,,,,
2020-03,Vancouver West,"$2,970,600",309.5,1.1,4.7,0.9,-15.4,15.7
2020-03,Vancouver West,Townhouse,,,,,,
2020-03,Vancouver West,"$1,187,600",280.2,-1.0,3.7,3.9,3.1,47.5
2020-03,Vancouver West,Apartment,,,,,,
2020-03,Vancouver West,"$765,900",296.1,-1.1,5.4,3.7,12.4,60.7
2020-04,Vancouver West,Residential - All Types,,,,,,
2020-04,Vancouver West,"$1,149,100",272.6,-1.5,2.5,0.9,-17.3,8.9
2020-04,Vancouver West,Detached,,,,,,
2020-04,Vancouver West,"$2,993,300",311.9,0.8,3.2,2.4,-15.8,15.0
2020-04,Vancouver West,Townhouse,,,,,,
2020-04,Vancouver West,"$1,165,300",274.9,-1.9,1.7,1.7,-1.6,44.7
2020-04,Vancouver West,Apartment,,,,,,
2020-04,Vancouver West,"$742,400",287.0,-3.1,2.9,1.9,4.6,53.4
2020-05,Vancouver West,Residential - All Types,,,,,,
2020-05,Vancouver West,"$1,157,200",274.5,0.7,2.8,3.5,-18.2,6.4
2020-05,Vancouver West,Detached,,,,,,
2020-05,Vancouver West,"$3,039,800",316.7,1.5,6.5,6.6,-16.2,12.8
2020-05,Vancouver West,Townhouse,,,,,,
2020-05,Vancouver West,"$1,170,800",276.2,0.5,0.0,1.4,-2.8,41.4
2020-05,Vancouver West,Apartment,,,,,,
